,img,name1,name2,link,price,best_offer,likes
1332,https://lh3.googleusercontent.com/6LNXMbPQci9hpfFQDAhiT99CCd0urpCGvR8-hJ_fFbYXNkucKy5ZHO0aALqVpucDukGSx3Fqf4sAo975Oq8Zdbmq1tCH34rzlbPL1w=w279,Bored Ape Yacht Club,745,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/745,57.6,42.0,33
1333,https://lh3.googleusercontent.com/_5bqULqGFQDgoQ7if8NropyQEI94P1jv1PWj6ThCte_tHxmQmyyPisWGNXpQegECrkDDCNA-bS52lv1_sXNRGEglv80sObaPqTzSUeg=w279,Bored Ape Yacht Club,4726,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/4726,150.0,0.0,33
1334,https://lh3.googleusercontent.com/xy20r1rznxUbY_91jdhzNgoa30xOI4Kav1jXtTUFJ746kkCdVhz_h7t50Gp3W4QjPh3WOkto4kUovVDtVbnphdmpGrh1nqlQ2QQ16pY=w279,Bored Ape Yacht Club,1960,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/1960,6.64,42.0,22
1335,https://lh3.googleusercontent.com/rAtB82Dvy3sf0fPL5b5xlhOdWtJiaImmkriinbMyJMWbBHNzhi-5A0A5QdRahP3fLtnx96KM00paOqtI2RotcTAhpAFabxq_zEV6=w279,Bored Ape Yacht Club,7227,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7227,321.0,42.0,93
1336,https://lh3.googleusercontent.com/JiELX67mraIAjhbQC67p-N7sXcsZeVrmoGbodpzeB0s9i14aWh4MHkcvTCvIlsfO4yfjq15_s2z9Qk4Ltkeci0aC-VkvT0fxq_PBuLE=w279,Bored Ape Yacht Club,7907,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7907,58.9,42.0,22
1377,https://lh3.googleusercontent.com/CaH7F8K-WWQpLBSZJ5HB_UdegJeOAZwiACLfG7xd0y-lJJxcF3wtWxNajxhss4kouhO7sp3ogfWDortx6ibk9_G7BVIV23HLbYAs=w279,Fidenza by Tyler Hobbs,Fidenza #532,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000532,8.34,289.0,38
1378,https://lh3.googleusercontent.com/RTzLbXA9cUWeIXNb3hh6vCjLy7PbIJuYW1TJmi_Z7YVRXspwnOMcK2SHoiS1YD-KCHZcuGjQrcOux-hlRUBRDhsBC6IgTPKW1mAdVg=w279,Bored Ape Yacht Club,23,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/23,100.69,289.0,130
1379,https://lh3.googleusercontent.com/_FtkO7W08gMvw9LsfGW3FzS0hbsNp2swk34AsFZf8u-HBLL8XftKjeK0X5YQlDiX173qiDJQl9OiPUvsfkwojYEtuz2WLUe2YdFsd5w=w279,Decentraland,Coinbook.com,https://opensea.io/assets/0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d/115792089237316195423570985008687907849526878629510240941360463326163679313915,0.0,0.0,8
1380,https://lh3.googleusercontent.com/ojcTmd7Mjdk09vZrKC7KvmL0dVZUwVAAO_mR9dZOeQP68KaOqDaetKoLkTC-NFFYLsJy54qLNZdWzZ_ETQFeffK7fRF6uV1eIUQHIQ=w279,CLONE X - X TAKASHI MURAKAMI,CloneX #13692,https://opensea.io/assets/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/12335,8.124,288.0,153
1381,https://lh3.googleusercontent.com/r6i_6sOvgqUsNFV7CpDVKGU4FG7H7iCOAB1ABN453UwMbs45aemapY3MFtsIkhkqlJOVrHaKqryPKPouk11HJvieohR6zR6rZ_XlhFw=w279,Bored Ape Yacht Club,9449,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/9449,111.0,285.0,147
1382,https://lh3.googleusercontent.com/0SiwvXuoomsibYGX4GySNum8sTqhp62vltT2UrkE4JZUmFCwXU0s96Wqfgw2wu--r-BDhqh0f8LCKQ0mymENYVCpnE5PX3Lx6JhSeQ=w279,Wrapped Ether Rock,Ether Rock ID 99,https://opensea.io/assets/0xa3f5998047579334607c47a6a2889bf87a17fc02/99,0.03,289.0,81
1383,https://lh3.googleusercontent.com/bMK2iSzOdaw-X86uWM_eho1Pjqu6IWF0UmwCymIoZV_8vBx2Htf8DfQeHgmWBOA2NhM4Eg39ll5UsWZ3WunZmOej-UobF8TG95IrhA=w279,CLONE X - X TAKASHI MURAKAMI,CloneX #15920,https://opensea.io/assets/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/12822,18.31,289.0,204
1384,https://lh3.googleusercontent.com/1rJxPtGmU85mEpYTcDnPt4e1g-samoN-gXXuU9wftbIPFPSxFsYtlSG1qVBay58AYpEXJD65U5HJVEqMzCNVwRIGE7tuOIgW4JEuviY=w279,CrypToadz by GREMPLIN,CrypToadz #2155,https://opensea.io/assets/0x1cb1a5e65610aeff2551a50f76a87a7d3fb649c6/2155,1.3175,300.0,45
1385,https://lh3.googleusercontent.com/6c2eTBknBoocft8XD_WDUl1zu1BjAXgpADYVQCRuxiA9k6MWUPqXt4GCu7IjMLpEhxQNEyMFNEXS0IgMw-tWSaIKqxougR-NBHdC=w279,Meebits,Meebit #16647,https://opensea.io/assets/0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7/16647,2.1608,299.0,39
1386,https://openseauserdata.com/files/a4490f55820d14fdeaf24787f9487e72.svg,Autoglyphs,Autoglyph #445,https://opensea.io/assets/0xd4e4078ca3495de5b1d4db434bebc5a986197782/445,7.8,292.0,31
1387,https://lh3.googleusercontent.com/Fb6VjC25swgEd0SzuIVOch9MboU6FWxcSCCC_eJYao-4xHrTOHv7K3Mn0HpsyJ-r-qQNbwBLHsav5A5bQOJ6FY6JHaNzxGd2iikuww=w279,Fidenza by Tyler Hobbs,Fidenza #647,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000647,8.34,291.0,33
1388,https://lh3.googleusercontent.com/Kw6nQoREXm0fpqLzTD9yfDTQCHjZrh6jfOpn5IUXjJfSIpJagI7H_Ehw-YI-bCIZfcP0w8T3GXz4lZVKTLhypWu4YqX-dyIO4FHo-Vs=w279,Bored Ape Yacht Club,8580,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/8580,99.69,298.0,135
1389,https://lh3.googleusercontent.com/bh7NU_gKJ7ARYpntCW226ObOU6iJq0fEauFkAEvOvMsslsZH5I9RPQ-LxpzyI3CLAq0d28XT4_8IzfmHUKoegPtlqXZvG6qTF57Z=w279,Doodles,Doodle #6914,https://opensea.io/assets/0x8a90cab2b38dba80c64b7734e58ee1db38b8992e/6914,8.0,296.69,369
1390,https://lh3.googleusercontent.com/iPmwXJ5HJyzZiPG5F2lQD_ESU4C0r05ms4qO2_adkMVz6U1u4qLyQFBjuGDCkqgUr6t0efvYMVn2XMVtOaBh2gnGUcHNxrIMnjBmUQ=w279,Fidenza by Tyler Hobbs,Fidenza #250,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000250,8.34,295.0,100
1391,https://lh3.googleusercontent.com/Fh-7y6Qni9IfE5oSF-YqMXYg_GWMAjYq7Gej0OSXsuX3Y6Q2u_w0jnBXCt_ZrP49UVSKh4akKyXqv8N08QzDKQjVVxwPnjtmQ4Wrhw=w279,Fidenza by Tyler Hobbs,Fidenza #939,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000939,8.34,293.0,41
1392,https://openseauserdata.com/files/57c9dc91ae2f0670b62c5f8b077cff81.svg,Autoglyphs,Autoglyph #261,https://opensea.io/assets/0xd4e4078ca3495de5b1d4db434bebc5a986197782/261,7.8,355.0,66
1393,https://lh3.googleusercontent.com/dG9YdzvAUCNMhB9cwDLziLFWoHgGytlCxAQ-uJ67USsch7-6iZu5kvgMcMB8WGpbXRXdq7A86Z-P9lUvceQ-MaSUTsAP2qYEKo_0dg=w279,Mutant Ape Yacht Club,4849,https://opensea.io/assets/0x60e4d786628fea6478f785a6d7e704777c86a7c6/4849,155.5,350.0,1.2K
1394,https://lh3.googleusercontent.com/2ZfTLFDnlFS-SbVf_h5fV2Dwnx8FTt_EJZajLlY8K08uZXMMkwjMohq5fAfhRoylrk68kaNkCNOhbfQY-FYJbrDqdc6XfetMiwVS=w279,Cool Cats NFT,Cool Cat #1490,https://opensea.io/assets/0x1a92f7381b9f03921564a437210bb9396471050c/1490,320.0,0.0,214
1395,https://lh3.googleusercontent.com/-3AJB8PW129QF-5umfvMx4VYgRKIQEKNxjQqfYnX3nBZBfOxvyAGhSsZSPauDCDgfU8v1fCxhQv7BGT5l0VUCUZkYvftq12NbJ6V=w279,Mirandus,Citadel of the Sun,https://opensea.io/assets/0xc36cf0cfcb5d905b8b513860db0cfe63f6cf9f5c/26882306986754138613606593987109688705024,40.7,0.0,54
1396,https://lh3.googleusercontent.com/30WmlOEe15WFdMoe1RsDb01zRwbAy6CZvXltkLT0qYRd5b4E3p2DyvNZy15VyB6O7AH2oTbBxdI9fdVJtTNIZlvWGsDf2DbH70SP=w279,Fidenza by Tyler Hobbs,Fidenza #607,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000607,8.34,300.0,138
1397,https://lh3.googleusercontent.com/efGjEP-pgfBWXc3LHzlYuXxQ3sZpe8OS5yWTCcZIr2WJfhUK3AoAJ6lmEAbu0-QewnLY7zDjQaLNFFSyDwrv13sklwbTTrVHedZuXK8=w279,Meebits,Meebit #19775,https://opensea.io/assets/0x7bd29408f11d2bfc23c34f18275bbf23bb716bc7/19775,2.1578,300.0,35
1398,https://lh3.googleusercontent.com/PKt2S1rg4Yc02riNzndgVkJRxIL0L_WXWKB-Mg8ZOyP3UUyfH2whEraccJqJULepWRHweWMkWaXfjDFbP5DEKRb1MYDVeYonGgR8YA=w279,Ringers by Dmitri Cherniak,Ringers #376,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/13000376,10.69,306.529,15
1399,https://lh3.googleusercontent.com/bF3lal7giPHh5-5VgxCIXorUwhxoAVxxpGbc6V7JKBbEMQrbbSeUTyOcxIZbARXIBiiE0z5X4TVu2T_nkh0yWvFoUJRHGdJgOqvIH8o=w279,CLONE X - X TAKASHI MURAKAMI,CloneX #16891,https://opensea.io/assets/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/16844,666.0,0.0,61
1400,https://lh3.googleusercontent.com/rndC3snrTxqq4l1xscYCH7hCaQdxMJHpk-E86Mg5i96b9micK60zQPZ0iPFRdDHrc4zRsrsVy1SiKC5_2pSr2XexOanXvdgHdaFjIA=w279,Bored Ape Yacht Club,7076,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/7076,111.0,301.0,59
1401,https://lh3.googleusercontent.com/BKuVTGUGccD2xy_Pti-fjHScxyIZ2SQLhFKbn45WdYrNClzaeDSIPQ_hzeM37uqQsMmeSsIOWFV0VNACF_jTYg86HR1rtLaBUvAaWQc=w279,Fidenza by Tyler Hobbs,Fidenza #940,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000940,8.34,300.0,49
1402,https://lh3.googleusercontent.com/p_cj7wdCXVnWT18SUJjp-rgkcptSdiYmWjvbbCkYbitcREUzMb5cPJYtvY5ulKm9ZkUXr-oGcTp2y0zyMhufvhr-sZQeD_xXw5jR5w=w279,Bored Ape Yacht Club,9452,https://opensea.io/assets/0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d/9452,95.0,347.0,343
1403,https://openseauserdata.com/files/141e600830574ec523120105ed629a18.svg,Autoglyphs,Autoglyph #412,https://opensea.io/assets/0xd4e4078ca3495de5b1d4db434bebc5a986197782/412,7.8,345.0,98
1404,https://lh3.googleusercontent.com/VF8NMIyODYHYezNj7q1tZ8ZaKppZt3oBZvG5I_EVb7GYNC1JK1T-QsHxjP134GQZ1dJhfm0NbOuNj5MjgDjnTlYYDqZkZNxtknumTXI=w279,Fidenza by Tyler Hobbs,Fidenza #326,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000326,8.34,326.0,47
1405,https://lh3.googleusercontent.com/rH_rcxlRt7fPv7ZB5WskaiMkj6UfRRIAMS8921x6x7WiRGzOKEDrrW38yi170fLdzWAkQgm1kjWw0jBD3yLAmE880oFkWA1bnKDY=w279,Fidenza by Tyler Hobbs,Fidenza #216,https://opensea.io/assets/0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270/78000216,8.34,320.0,70
1406,https://lh3.googleusercontent.com/iWGcRhz4hTxkxSh9XpCbxA_Cg23RqKWhikWzHw8es12nGLxtVGmRKOYSYJ7XkBkF9UaC3v1sX43w8qpq2d9VdtjA0C3Ynv3IIy0Rew=w279,SuperRare,summer.jpg,https://opensea.io/assets/0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0/26722,336.529,0.0,72
1407,https://lh3.googleusercontent.com/1UbIoi2Gta9LfrFjGHkQE-ARUyUKdZqHze8O-OIiGQwjS7BuQCgxFGdsrjT7onIffJ21wdjPxN5gHi-IZbXdqxX0XIys7TgMYZu6=w279,Mutant Ape Yacht Club,1796,https://opensea.io/assets/0x60e4d786628fea6478f785a6d7e704777c86a7c6/1796,155.5,335.0,750
1408,https://lh3.googleusercontent.com/EU3UgHku3a7peyvpGS7CUhlfZJ9S8O_MfoOHeoIHvHIsWK_2dq2h8KZAQFWLrjwCgqtPHSLSli36J0crJCc5cxcbkobKkO3LBGcpXg=w281,BillionaireZombiesClub,#2690,https://opensea.io/assets/matic/0x4bca2c2ece9402b5d4dd031b49d48166c40b7957/2690,0.0119,0.0,6
1409,https://lh3.googleusercontent.com/kxbfUeFfPc72UGtzndIJdBGPIabBagOHCb91tte2U5tzBTvDRay1OE-VkLn2D295HjJYcsGbri2Ke6T6UxtpTXrimhqMZDAoTT0w=w281,BillionaireZombiesClub,#841,https://opensea.io/assets/matic/0x4bca2c2ece9402b5d4dd031b49d48166c40b7957/841,0.02,0.0,11
1410,https://lh3.googleusercontent.com/Pih1k_BL3mNbet1KGSSN1nI6EXlqerFhg_8CjefMTl2BVhSv4OpWyeuXalvamkFudvWz7sRqCMMTC7TYxwE_ZSGu7kNzmoBzKhigaQ=w281,BillionaireZombiesClub,#1052,https://opensea.io/assets/matic/0x4bca2c2ece9402b5d4dd031b49d48166c40b7957/1052,0.04,0.0,13
1411,https://lh3.googleusercontent.com/JAXL5h2UnAnyp6I1wj0NrcCPNezFiuDvxCN2wz2WXwe6iBGKgw08wzIChcMj5OLk54ZPIrVQBisarJspPFsUVa_YAh4OxjnZJqVkkw=w281,Bored Ape Kennel Club,9055,https://opensea.io/assets/0xba30e5f9bb24caa003e9f2f0497ad287fdf95623/9055,7.95,0.0,9
1412,https://lh3.googleusercontent.com/eH91YtLRsl2BZHo5e2A_heEpia9phMGvXxQHQv9QVHK6PwASXl0D9p4o3O4Q1nxbauoEbZfRX958NKgPG2iftD9tl9JkwEoaaUk7_A=w281,DinoBabies - Ziggy's Landing,Ziggy #1701,https://opensea.io/assets/0xf9d53e156fe880889e777392585feb46d8d840f6/1701,0.119,0.0,4
1413,https://lh3.googleusercontent.com/eO0jeg2bIioSLNGck2qncQ2gyno6ZU7jnGHcaDOtFxOLH7khiMRPHrOVuKlUNXvfC5ECUI-AM7QxRJjuqqc5LUi8dAezq4RwQq1AYQ=w281,Crypto ART-NFT,CryptoPITW#0110,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/99763797529300811442307098800264439780081270230944965121710817684595314524161,0.0009,0.0,11
1414,https://lh3.googleusercontent.com/w_jVXZq7CGdm3oCXQ1jAjnLFdIEv-Kp6YmEM-CWOPWcpRolSQJMBAnKPMLgODNM7hFFHuZ2jIrKU0NXyN4SEXSD3MekGfAFPovqs=w281,Meta Angels NFT,Meta Angels #3474,https://opensea.io/assets/0xad265ab9b99296364f13ce5b8b3e8d0998778bfb/3474,0.21,0.0,4
1415,https://lh3.googleusercontent.com/m5yEkItzEobH2IFzsyDeJPwOu0QncItcEvz4SZspRofNa9XJbKWEP2inAZczVQl8gc6Wl9eIXPqdMaN9LvAqzD4fEfi4H1ixUcKH=w281,PunkScapes,PunkScape #1868,https://opensea.io/assets/0x51ae5e2533854495f6c587865af64119db8f59b4/1868,0.049,0.0,3
1416,https://lh3.googleusercontent.com/jy-iXn7AQlFuEUywJlT-4KsUfBXWHnr-gbpiKr26FZY14jzdN-CiWoB3955kXoBwnHgBeuBZn-SRWxuQjieTBLLpzSjxq8lg1hbg=w281,SupDucks,SupDuck 1339,https://opensea.io/assets/0x3fe1a4c1481c8351e91b64d5c398b159de07cbc5/1339,0.2749,0.0,62
1417,https://lh3.googleusercontent.com/GHgIom7QtaeML9FKJ0bI72HB3B3jLRG5eMwontFaS6aRmttCbZjdR17dRdyHxcnHt7Oyk_9okw5XmQpXyFfWRz8OIyy6BKi246zl=w281,PolygonPunks - Official Collection,Punk #242,https://opensea.io/assets/matic/0x9498274b8c82b4a3127d67839f2127f2ae9753f4/242,0.021,0.0,13
1418,https://lh3.googleusercontent.com/SFOj6aQA9F4eCcL_WYL5F2VKjqDCKvOz4GYnM8TvRSuJlMA9905QaG0DSor1Ys0zQo_kAvc2dxlqyTAuGa2zEUUzt5MbbNluM5PZTg=w281,Lazy Lions,#3079,https://opensea.io/assets/0x8943c7bac1914c9a7aba750bf2b6b09fd21037e0/3079,1.85,0.0,17
1419,https://lh3.googleusercontent.com/CS6EVerIk7hTcRJ8XXgXVyWzNom5ZsrJ4s1deYmk_he3lM-wzLHNtndfCjpF6UlX946qYaXNxIGEsLE3NdXfunOFZHuJRtNrs6AAIw=w281,Neon District Season One Item,Zeno Enforcer: Paragon,https://opensea.io/assets/matic/0x7227e371540cf7b8e512544ba6871472031f3335/158456342497595875939987920000,0.0002,0.0,6
1420,https://lh3.googleusercontent.com/SvPkWYx2yFBN43uiLQ9HMcYNRbOw7NGRMs_Dmmtfex7EVMvE2IxHksbl59wcXuze7CCnB1dD3LHiayr9_LdkSGJYOzAgEa-9r-HRjB4=w281,Grandpa Ape Country Club,Grandpa Ape #2637,https://opensea.io/assets/0x656b9e24de2e41a94a7dbbaeb3937777cf34e448/2637,0.54,0.0,10
1421,https://lh3.googleusercontent.com/MDeNFwSCJM6YHZY4Zdf8mXM4c3Nh77N3wB81ppOAPEspJTWDU_7caFCL9jgSI8YpVJn_c0HAa4Yy2UmENMCIbreHqNhjt8UT2tN5jw=w281,XOiD Fleet 001,XOiD #1557,https://opensea.io/assets/0x12bb5bf8a166098e1839d3f1396d73ac3fe42926/1557,4.5,0.0,5
1422,https://lh3.googleusercontent.com/JTTbXsuQcC9QKriqneBli2mCqCo-_CdtUshADGHa9Sq__I_WXlgJKzxErHRiceSy2va-wOS1X6sd-af-wrk8dj3J1gYDpeB_p3TJ7Tc=w281,The Doggies (Snoop Dogg),Doggy #7850,https://opensea.io/assets/0xc7df86762ba83f2a6197e1ff9bb40ae0f696b9e6/7850,0.234,0.0,0
1423,https://lh3.googleusercontent.com/aDeIyWAUYwfaMqHeNIQMdqYC_cG4i5-yIgSak2ZFTH12o8Eg_Akoc_jZeK_x_BMhQNG4KuFZLLyVWJZizrWj6RpWagApAuIL-IirFis=w281,Crypto Cannabis Club,NFToker #3035,https://opensea.io/assets/0x80a4b80c653112b789517eb28ac111519b608b19/3035,0.25,0.0,6
1424,https://lh3.googleusercontent.com/ScIg4AA1-mY0wE8t36-IJeryNZtngTGxvgEtoDgXDAHGWGvZ6IwiR_PlOvMEYhMqzWxGJFEegrb3Dd8XcVOZ97Z6qJ9ueJCJlm0a3ww=w281,Crypto Cannabis Club NFTokins,NFTokin #10265,https://opensea.io/assets/matic/0x58530e43b89234fe08fd20ed06ef536233b6dd69/10265,0.29,0.0,6
1425,https://lh3.googleusercontent.com/QxM5NbAgyJQ-i6WT4OGkXX_0TlAfifOaPl3ZsInCg6MifNh3mBGDgXxBeq_wDKagBU8mH1bZpSwlYo60S8w8jFvQaRh1-y47pTVv3Q=w281,LOSTPOETS,The first CryptoPunkCryptoPoet,https://opensea.io/assets/0x4b3406a41399c7fd2ba65cbc93697ad9e7ea61e5/25225,1.3,0.0,9
1426,https://lh3.googleusercontent.com/_fK4pPzjNoi2n57wiMqCxqSidgRUlOL5v2VDKpqcBIpnZW4qpm1Goxs2ndSSfsHJ2ezTcgjp9a91xa96V464VThm05H5WxXrGXH_UA=w281,The Doggies (Snoop Dogg),Doggy #4630,https://opensea.io/assets/0xc7df86762ba83f2a6197e1ff9bb40ae0f696b9e6/4630,0.3057,0.0,0
1427,https://lh3.googleusercontent.com/p0Ie3HC48cvWCweAzX39DCyWUOfqu6dDc12FdW-OuSTZ10ksXoZoJ5tkQEwUX-l23Ww2AJKgxLd6DCO6JXAvyIdQF7bQa2Wlruxi=w281,The Doggies (Snoop Dogg),Doggy #7305,https://opensea.io/assets/0xc7df86762ba83f2a6197e1ff9bb40ae0f696b9e6/7305,0.665,0.0,1
1428,https://lh3.googleusercontent.com/1Vq0WpK1rz8YsJv_qtBjCZkdhbNE44rszFOvi3QxzU8PNAlbIpzT1K7FXC7zab7pc0_UxX-aXnSpCJ_3O_NQlyMIMY5az0RHK3JV=w281,Pepsi Mic Drop,Pepsi Mic Drop #1667,https://opensea.io/assets/0xa67d63e68715dcf9b65e45e5118b5fcd1e554b5f/1667,0.25,0.0,3
1429,https://lh3.googleusercontent.com/xgtbN2UvGNvciTT4GYV0D2N2nC6OXIy8iL0dwutC4Z8MyLaQCamrU-blFf6bxJrjm-hcd-ne-n8kbWoFvbTTQPRQ4HC1Uopcr4VNTw=w281,ZED RUN Legacy,Ankara,https://opensea.io/assets/matic/0xa5f1ea7df861952863df2e8d1312f7305dabf215/88023,0.021,0.0,9
1430,https://lh3.googleusercontent.com/6CTiyqULt3BDkj1TGp9lTkLBFX40P7CWYdXCRwGWg3Lp-9tdAWLoQ2wfKzKYUfBrazzgF07ljLwZcdquVeY6aBzvaXFzYHMml8galA=w281,Ninja Squad Official,Ninja #2828,https://opensea.io/assets/0x8c186802b1992f7650ac865d4ca94d55ff3c0d17/2828,0.15,0.0,13
1431,https://lh3.googleusercontent.com/K0Pa7ofu0VpcbQHhSVCWRUZ1wnn9YfmMGAPnmN37wIj1PXhNGAbYy7NIB2VRAOSnL3Jd8YWJwkncTZr6uMYTYnNXjG7f5XhwLmucBA=w281,Ninja Squad Official,Ninja #5195,https://opensea.io/assets/0x8c186802b1992f7650ac865d4ca94d55ff3c0d17/5195,0.17,0.0,3
1432,https://lh3.googleusercontent.com/LUVw8HRi1Ajvdxu_va-ioyihyoQHBIvO6nfTFfrCPRwOY2TMXtDEJ00NqI0yDqtzfUybnfMoZxlsQMUjePq2d6Ot8--VZgjrAnFf=w281,Rug Radio - Genesis NFT,Rug Radio: Rare 2,https://opensea.io/assets/0x8ff1523091c9517bc328223d50b52ef450200339/13648,4.666,0.0,18
1433,https://lh3.googleusercontent.com/fKyhL0AOFARdWpZO4Vop0TP57jzOxt9pLTzvUrc4DwcEelM3EmpNFEHaJOpmbeWdjZDcAubvYNw53v46JSWt69DkG-ZBPXB3oOcu=w281,Rug Radio - Genesis NFT,Rug Radio: Rare 2,https://opensea.io/assets/0x8ff1523091c9517bc328223d50b52ef450200339/6542,4.2,0.0,11
1434,https://lh3.googleusercontent.com/fKyhL0AOFARdWpZO4Vop0TP57jzOxt9pLTzvUrc4DwcEelM3EmpNFEHaJOpmbeWdjZDcAubvYNw53v46JSWt69DkG-ZBPXB3oOcu=w281,Rug Radio - Genesis NFT,Rug Radio: Rare 2,https://opensea.io/assets/0x8ff1523091c9517bc328223d50b52ef450200339/15068,3.666,0.0,6
1435,https://lh3.googleusercontent.com/1ME3Mpmbua9lm41BR1L9vRZNAdU4120a_jsXBpgndf4uPEPGqJsY-GeaoRJnM_E5Q3WV4m9c-j3YdCY-enPx5m83O0fhgnAhuF74aQ=w281,Sunmiya Club Official,Miya#8304,https://opensea.io/assets/klaytn/0x8f5aa6b6dcd2d952a22920e8fe3f798471d05901/8304,9.99,0.0,1
1436,https://lh3.googleusercontent.com/F_JNZfjGipXN_zjrXo1q2Z-ypPEo_Nt_sF849KYRMad6PUEypevoy7ncD1DU94psa4rGMKuCvV1Y3XSRTGkHnWsQDpFrDWfrlGNYug=w281,ZED RUN Legacy,Stoner,https://opensea.io/assets/matic/0xa5f1ea7df861952863df2e8d1312f7305dabf215/124061,0.0161,0.0,6
1437,https://lh3.googleusercontent.com/JXZjIMSLrUJp1_fE7Rs7T-XpDb6Fx_QK469M-VOF4m_6xhVg8PKLBVz_2TjK7BXnh4_1cEwpVDSk8QMvvAn_4WiF0h85cBRbReie=w281,ZED RUN Legacy,Horse Pucky,https://opensea.io/assets/matic/0xa5f1ea7df861952863df2e8d1312f7305dabf215/109900,0.269,0.0,10
1438,https://lh3.googleusercontent.com/IFAVRJsEXQxXxaCssqxeg95nwWd-uSynpU2sNeisXBrC-Jme1vKeWTEhu-0NNmYQ5qucujC6IlWTqLo42LHF0aoq4g1J4XhatV1n1Q=w281,ZED RUN Legacy,Betty M White,https://opensea.io/assets/matic/0xa5f1ea7df861952863df2e8d1312f7305dabf215/136655,0.02,0.0,4
1439,https://lh3.googleusercontent.com/bOJTxyMfpQJYBoOTPQY4NCD5auvrMlIBu-tF9fkuMmtM0IO_tddWQGi9rHRYWraD0v8GRawe9ArsyxYnE7P_z5F7M88dZJVPyB1h=w281,ZED RUN Legacy,Kyle Rittenhorse,https://opensea.io/assets/matic/0xa5f1ea7df861952863df2e8d1312f7305dabf215/149724,0.0101,0.0,8
1440,https://lh3.googleusercontent.com/kU78lPTE5ll8kmMyZs-zld3Lu2t85bpvVA8O8uoiyzfk27Mcrq1GACMvq8M0-6R6_ePZuVeDQ3DaG2yZBMcRzxiA12u494vBHMo0=w281,ZED RUN Legacy,Bum Blue Bankai,https://opensea.io/assets/matic/0xa5f1ea7df861952863df2e8d1312f7305dabf215/131626,0.0169,0.0,6
1441,https://lh3.googleusercontent.com/CjphSX5gFW3tMnG3wgh8x02ZQpPF0gtC9Hi8cMiE_dEHtM4KjXYYBzh1hajMA1ZkCwUEDy8CEyOMuYnlv4F-EAfQJBYQlyXgSXNjXA=w281,Kawaii Skull,Kawaii SKUL#4855,https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/57920695457072532059112617018159441295166854042840448471990455977181129474049,0.075,0.0,1
1442,https://lh3.googleusercontent.com/xuwGIPgW-q7A2Ml9QzuB3rwYd_IfvpqsiwtFai4cPcy-BGRux5tvYxItGy3UKGtFQfOXgUH74K8wYnt3plTk89t9JbO5MGjOLoqv=w281,Chain Runners,Runner #4501,https://opensea.io/assets/0x97597002980134bea46250aa0510c9b90d87a587/4501,0.0,0.0,1
1443,https://lh3.googleusercontent.com/lZeGxY_s5FCSpLGYVVFxniR-LGU8KTOFMEf6eKZar8DOeeXjPRbVIuIWqj-J6_Xr-k3Aky80647n3zt0TO7XT8iP7ssfYL5PMV7QLw=w281,Synergy of Serra,Transcendent Set Crate,https://opensea.io/assets/matic/0xcf30aeebf2ef45fbc27e4761e2b842313dfbf99b/680564733841876926926749214863536422912,0.0,0.0,198
