,gameMode_name,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,team_0_crowns,opponent_0_crowns
1,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Zappies,Inferno Tower,Freeze,Mirror,Electro Wizard,Goblin Gang,Mega Knight,3.0,0.0
2,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Giant Snowball,Lightning,Royal Ghost,Bandit,Mega Knight,Archer Queen,Electro Spirit,3.0,0.0
3,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Barbarian Barrel,Valkyrie,Tornado,Tombstone,Graveyard,Poison,Archer Queen,Baby Dragon,1.0,0.0
4,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,The Log,Tesla,Archers,X-Bow,Electro Spirit,Rocket,Skeletons,Valkyrie,1.0,0.0
5,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Giant Snowball,Royal Delivery,Ice Golem,Bats,Balloon,Hunter,Miner,The Log,1.0,0.0
6,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Golem,Lumberjack,Mega Minion,Electro Dragon,Tornado,Barbarian Barrel,Baby Dragon,Cannon Cart,1.0,0.0
7,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Guards,Cannon Cart,Spear Goblins,Mortar,Minion Horde,The Log,Miner,Fireball,0.0,1.0
8,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Balloon,Arrows,Goblin Gang,Minion Horde,Bats,Freeze,Lumberjack,P.E.K.K.A,1.0,0.0
9,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Zap,Fireball,Minions,Battle Ram,Royal Ghost,Bandit,Electro Wizard,P.E.K.K.A,1.0,0.0
10,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Bats,Skeleton Army,Fireball,Lumberjack,Clone,Flying Machine,Baby Dragon,Lava Hound,1.0,2.0
11,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Golem,Night Witch,Elite Barbarians,Lumberjack,Minion Horde,Skeleton Army,Tornado,Clone,1.0,0.0
12,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Mortar,Archer Queen,Valkyrie,Miner,Bats,Skeletons,The Log,Poison,1.0,0.0
13,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Dart Goblin,The Log,Goblin Barrel,Royal Delivery,Fire Spirit,Skeleton Army,Knight,Inferno Tower,1.0,0.0
14,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Mega Knight,Archer Queen,Bandit,Lightning,Electro Spirit,Royal Ghost,Giant Snowball,2.0,0.0
15,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,P.E.K.K.A,Electro Wizard,Mirror,Valkyrie,Wizard,Zap,Bomber,1.0,2.0
16,Ladder,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Inferno Tower,Skeleton Army,The Log,Skeleton Barrel,Princess,Goblin Barrel,Dart Goblin,Elite Barbarians,1.0,0.0
17,Friendly,Ice Wizard,Barbarian Barrel,Poison,Baby Dragon,Valkyrie,Tornado,Graveyard,Goblin Cage,Poison,Ice Golem,Hunter,The Log,Bats,Miner,Bandit,Ice Spirit,1.0,0.0
18,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Golden Knight,P.E.K.K.A,Fireball,The Log,Bandit,Royal Ghost,Electro Wizard,1.0,0.0
19,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Princess,Bandit,Prince,Fireball,Arrows,Electro Wizard,Spear Goblins,2.0,1.0
20,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Inferno Tower,The Log,Earthquake,Dart Goblin,Valkyrie,Skeletons,Ice Spirit,1.0,0.0
21,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Golden Knight,Electro Wizard,Firecracker,Fireball,Goblin Barrel,P.E.K.K.A,The Log,2.0,1.0
22,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Mega Knight,Archer Queen,Bandit,Royal Ghost,Lightning,Giant Snowball,Electro Spirit,Ram Rider,Minion Horde,Elite Barbarians,Wizard,Mini P.E.K.K.A,Prince,The Log,Zap,3.0,1.0
23,CW_Battle_1v1,Lava Hound,Cannon Cart,Skeleton Army,Arrows,Minions,Skeleton Dragons,Goblin Cage,Poison,Goblin Giant,Sparky,Mega Minion,Electro Wizard,Zap,Heal Spirit,Rage,Dark Prince,3.0,0.0
24,CW_Battle_1v1,Royal Giant,Miner,Barbarians,Fireball,Zap,Mother Witch,The Log,Hunter,P.E.K.K.A,Battle Ram,Fireball,Zap,Electro Wizard,Royal Ghost,Bandit,Magic Archer,0.0,1.0
0,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Firecracker,Hog Rider,Valkyrie,Tesla,Skeletons,Fire Spirit,The Log,Earthquake,1.0,0.0
1,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Goblin Drill,Guards,Fireball,Valkyrie,Wall Breakers,Bomber,Fire Spirit,Tesla,1.0,0.0
2,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Miner,The Log,Mega Minion,Royal Delivery,Skeletons,Poison,Golden Knight,Tesla,1.0,0.0
3,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Giant,Giant Snowball,Arrows,Musketeer,Skeleton Army,Prince,Graveyard,Bats,2.0,1.0
4,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Hog Rider,Valkyrie,Prince,Skeleton Army,Princess,Inferno Dragon,Minion Horde,Zap,2.0,1.0
5,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Prince,The Log,Rascals,Princess,Rocket,Guards,Dart Goblin,Goblin Barrel,1.0,0.0
6,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,The Log,Goblin Barrel,Inferno Tower,Ice Spirit,Princess,Goblin Gang,Rocket,Knight,1.0,0.0
7,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Archer Queen,Cannon Cart,Fireball,Goblin Cage,Skeleton Dragons,Royal Hogs,Skeletons,The Log,1.0,0.0
8,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Prince,Rascals,Princess,Dart Goblin,Goblin Barrel,Guards,Rocket,The Log,1.0,0.0
9,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Mega Knight,Witch,Prince,Spear Goblins,Hog Rider,Skeleton Army,Zap,Bats,0.0,1.0
10,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Rocket,Rascals,Goblin Barrel,Dark Prince,Bandit,Princess,Cannon Cart,Giant Snowball,0.0,1.0
11,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Graveyard,Dark Prince,Electro Wizard,Mega Minion,Mortar,Barbarian Barrel,Poison,P.E.K.K.A,3.0,0.0
12,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Mega Knight,Giant Snowball,Archer Queen,Electro Spirit,Ram Rider,Bandit,Royal Ghost,Lightning,0.0,1.0
13,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Elixir Golem,Battle Healer,Arrows,Bowler,Rage,Inferno Dragon,Electro Dragon,Zap,1.0,3.0
14,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Bowler,Baby Dragon,Inferno Dragon,Barbarian Barrel,Lumberjack,Tornado,Balloon,Freeze,0.0,1.0
15,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Royal Giant,Elite Barbarians,The Log,Fireball,Mother Witch,Electro Spirit,Skeletons,Fisherman,0.0,2.0
16,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Bats,Spear Goblins,Arrows,Royal Giant,Skeleton Army,Firecracker,Skeleton Barrel,Mega Knight,2.0,1.0
17,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Giant,Prince,Miner,Electro Dragon,Mega Minion,Fireball,The Log,Zap,0.0,1.0
18,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Royal Hogs,Goblin Cage,Royal Recruits,Fisherman,Zappies,Dark Prince,Arrows,Flying Machine,0.0,1.0
19,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Baby Dragon,Bats,Clone,Arrows,Flying Machine,Lava Hound,Lumberjack,Skeleton Army,3.0,2.0
20,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,P.E.K.K.A,Battle Ram,Royal Ghost,Electro Wizard,Archer Queen,Bandit,Zap,Fireball,0.0,1.0
21,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Rascals,Bandit,Dark Prince,Spear Goblins,Princess,Goblin Barrel,The Log,Rocket,1.0,0.0
22,Ladder,Graveyard,Giant,Arrows,Giant Snowball,Musketeer,Bats,Golden Knight,Skeleton Army,Hog Rider,Goblin Drill,Valkyrie,Spear Goblins,Archer Queen,The Log,Bats,Fireball,2.0,1.0
23,CW_Battle_1v1,Giant,Bats,Dark Prince,Archer Queen,Arrows,Graveyard,Giant Snowball,Skeleton Army,Elite Barbarians,Barbarian Barrel,Heal Spirit,Three Musketeers,Golden Knight,Elixir Collector,Royal Ghost,Bandit,0.0,2.0
24,CW_Battle_1v1,Goblin Barrel,Rocket,Princess,Knight,Goblin Gang,Inferno Tower,Electro Spirit,Zap,Bats,Graveyard,Hunter,Poison,Mega Knight,Zap,Skeleton Barrel,Prince,1.0,0.0
0,Ladder,Valkyrie,Spear Goblins,Fireball,The Log,Dart Goblin,Skeletons,Miner,Mortar,Arrows,Giant,Dark Prince,Giant Snowball,Bats,Skeleton Army,Graveyard,Witch,1.0,0.0
1,Ladder,P.E.K.K.A,Skeletons,Fireball,Zap,Dart Goblin,Bats,Miner,Bandit,Royal Giant,Royal Recruits,Electro Wizard,Valkyrie,Fisherman,The Log,Archers,Fireball,1.0,0.0
2,Ladder,Prince,Skeletons,Fireball,Zap,Dart Goblin,Bats,Miner,Mortar,Valkyrie,Fire Spirit,Poison,Giant Snowball,Dart Goblin,Skeletons,Miner,Tesla,0.0,1.0
3,Ladder,Prince,Skeletons,Fireball,Zap,Dart Goblin,Bats,Miner,Mortar,Golem,Night Witch,Bats,Baby Dragon,Lightning,Bomber,Prince,Tornado,1.0,0.0
4,Ladder,Prince,Skeletons,Fireball,Zap,Dart Goblin,Bats,Miner,Mortar,Electro Giant,Skeletons,Tornado,Lightning,Goblin Cage,Inferno Dragon,Bomber,Dark Prince,1.0,0.0
5,Ladder,Prince,Skeletons,Fireball,Zap,Dart Goblin,Bats,Miner,Mortar,Mega Knight,Inferno Dragon,Ram Rider,Barbarian Barrel,Bandit,Archer Queen,Giant Snowball,Poison,1.0,0.0
6,Ladder,Prince,Skeletons,Fireball,Zap,Dart Goblin,Bats,Miner,Mortar,Tornado,Bowler,Graveyard,Inferno Dragon,Electro Wizard,Valkyrie,Baby Dragon,Freeze,3.0,0.0
7,Ladder,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar,Fisherman,The Log,Fireball,Musketeer,Bats,Skeletons,Royal Giant,Mini P.E.K.K.A,0.0,1.0
8,Ladder,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar,Mega Knight,Inferno Dragon,Bats,Spear Goblins,Miner,Goblin Gang,Skeleton Barrel,Zap,0.0,3.0
9,Ladder,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar,Fireball,Archer Queen,Mother Witch,Barbarian Barrel,Electro Spirit,Dark Prince,Royal Giant,Fisherman,1.0,0.0
10,Ladder,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard,1.0,0.0
11,Ladder,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar,Bowler,Baby Dragon,Inferno Dragon,Barbarian Barrel,Lumberjack,Tornado,Balloon,Freeze,1.0,0.0
12,Ladder,Rascals,Guards,Fireball,The Log,Dart Goblin,Bats,Miner,Mortar,Valkyrie,Princess,Goblin Barrel,Tesla,Skeletons,The Log,Rocket,Ice Spirit,1.0,0.0
13,Ladder,Archer Queen,Fireball,Knight,Guards,The Log,Mortar,Bats,Miner,Inferno Tower,Dart Goblin,Skeleton Barrel,Skeleton Army,Goblin Barrel,Princess,The Log,Valkyrie,1.0,0.0
14,Ladder,Archer Queen,Fireball,Knight,Guards,The Log,Mortar,Bats,Miner,P.E.K.K.A,Balloon,Archer Queen,Ice Wizard,Dark Prince,Zap,Bandit,Rage,1.0,0.0
15,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Electro Spirit,Mega Knight,Electro Wizard,Inferno Dragon,Bandit,Archer Queen,The Log,Ram Rider,Princess,Ice Wizard,Archer Queen,The Log,Royal Ghost,Bandit,Skeleton Army,3.0,1.0
16,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Electro Spirit,Mega Knight,Electro Wizard,Inferno Dragon,Bandit,Archer Queen,The Log,Ram Rider,Golden Knight,The Log,Lumberjack,Mother Witch,Electro Wizard,Mega Knight,Balloon,3.0,0.0
17,RAMRIDER_Rage_Buff_Tournament,Ram Rider,Electro Spirit,Mega Knight,Electro Wizard,Inferno Dragon,Bandit,Archer Queen,The Log,Ram Rider,Archer Queen,Royal Ghost,Bandit,Mega Knight,Lightning,Electro Spirit,Giant Snowball,1.0,0.0
18,Friendly,Ice Wizard,Rocket,Mortar,Knight,The Log,Mega Minion,Skeletons,Tornado,Giant,Prince,Dark Prince,Mega Minion,Fireball,Zap,Electro Wizard,Miner,0.0,1.0
19,Friendly,Valkyrie,Skeletons,Mortar,Tornado,Spear Goblins,The Log,Earthquake,Firecracker,Valkyrie,Spear Goblins,Bats,Wall Breakers,Miner,Fireball,Tesla,The Log,1.0,0.0
20,Friendly,Fireball,Prince,Mega Minion,Electro Wizard,Zap,Giant,Miner,Dark Prince,Knight,Spear Goblins,Bats,Wall Breakers,Miner,Fireball,Bomb Tower,The Log,1.0,0.0
21,Friendly,Valkyrie,Musketeer,Mortar,Skeletons,Miner,Poison,Bats,Giant Snowball,Valkyrie,Wall Breakers,Magic Archer,Miner,Fireball,Tornado,Spear Goblins,Bomb Tower,0.0,1.0
22,Friendly,Lava Hound,Miner,Skeleton Dragons,Poison,Tombstone,Barbarian Barrel,Inferno Dragon,Barbarians,Dart Goblin,Skeletons,Goblin Barrel,Royal Delivery,Royal Ghost,Wall Breakers,Bandit,The Log,1.0,0.0
23,Friendly,Ice Golem,Mini P.E.K.K.A,Earthquake,The Log,Bats,Hog Rider,Skeletons,Firecracker,Poison,Skeletons,Miner,Mega Minion,The Log,Fire Spirit,Tesla,Valkyrie,1.0,0.0
24,Friendly,Knight,Inferno Tower,Royal Delivery,Skeletons,Skeleton Barrel,Goblin Barrel,Dart Goblin,The Log,Giant,Graveyard,Dark Prince,Inferno Dragon,Fireball,Skeleton Army,Witch,Arrows,1.0,0.0
0,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Giant,Night Witch,Arrows,Archer Queen,Graveyard,Skeleton Army,Bowler,Giant Snowball,3.0,0.0
1,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Golem,Barbarian Barrel,Lightning,Ice Wizard,Baby Dragon,Night Witch,Tornado,Goblin Cage,3.0,0.0
2,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Electro Wizard,Zap,Balloon,Inferno Dragon,Mega Knight,Fireball,Bandit,Lumberjack,3.0,0.0
3,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Minion Horde,Guards,Fireball,The Log,Cannon Cart,Spear Goblins,Miner,Mortar,1.0,0.0
4,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Goblin Hut,Dart Goblin,Hunter,Fireball,Barbarian Barrel,Royal Ghost,Giant Skeleton,Royal Giant,1.0,0.0
5,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Clone,Skeleton Barrel,Skeleton Army,Cannon Cart,Mega Minion,Mortar,Dart Goblin,Skeleton King,0.0,1.0
6,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Hog Rider,Valkyrie,Tesla,Skeletons,Rocket,Firecracker,Ice Spirit,The Log,1.0,0.0
7,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Earthquake,Archer Queen,Royal Hogs,The Log,Skeletons,Fire Spirit,Royal Delivery,Goblin Cage,1.0,0.0
8,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Zap,Balloon,Miner,Inferno Dragon,Fireball,Ice Golem,Goblin Cage,Mega Minion,1.0,0.0
9,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Lumberjack,Goblin Hut,Flying Machine,Valkyrie,Barbarian Barrel,Furnace,Baby Dragon,Lightning,1.0,0.0
10,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Fireball,Zap,Battle Ram,Electro Wizard,Minions,Bandit,P.E.K.K.A,Royal Ghost,1.0,0.0
11,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Goblin Drill,Wall Breakers,Fireball,Dart Goblin,Valkyrie,Tesla,Skeletons,Electro Spirit,1.0,0.0
12,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Barbarian Barrel,Tornado,Poison,Graveyard,Ice Wizard,Baby Dragon,Tombstone,Valkyrie,0.0,1.0
13,Friendly,Mortar,Archer Queen,Valkyrie,Miner,Bats,Skeletons,Fireball,The Log,Fireball,Electro Spirit,Princess,The Log,Tesla,Goblin Barrel,Guards,Valkyrie,0.0,1.0
14,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Electro Giant,Barbarian Barrel,Archer Queen,Tornado,Goblin Cage,Lightning,Bomber,Dark Prince,0.0,1.0
15,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Knight,Hog Rider,Bomb Tower,Skeletons,Earthquake,Bats,Magic Archer,The Log,3.0,0.0
16,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Electro Wizard,Dark Prince,Prince,Mega Minion,Fireball,Giant,Zap,Miner,0.0,1.0
17,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Golem,Night Witch,Baby Dragon,Arrows,Lumberjack,Skeleton Army,Bats,Clone,2.0,1.0
18,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Prince,Rascals,Dart Goblin,Goblin Barrel,Guards,Princess,Rocket,The Log,1.0,0.0
19,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Elixir Golem,Battle Healer,Elite Barbarians,Electro Dragon,Arrows,Zap,Rage,Inferno Dragon,0.0,3.0
20,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,The Log,Archer Queen,Royal Hogs,Royal Delivery,Skeletons,Bomb Tower,Ice Spirit,Earthquake,1.0,0.0
21,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Electro Giant,Lightning,Tornado,Baby Dragon,Goblin Cage,Dark Prince,Barbarian Barrel,Dart Goblin,3.0,0.0
22,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,P.E.K.K.A,Poison,Battle Ram,Zap,Magic Archer,Bandit,Royal Ghost,Electro Wizard,1.0,0.0
23,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Giant,Dark Prince,Prince,Mega Minion,Electro Wizard,Miner,Zap,Fireball,0.0,1.0
24,Ladder,P.E.K.K.A,Magic Archer,Fireball,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Zap,Giant,Graveyard,Musketeer,Giant Snowball,Dark Prince,Arrows,Skeleton Army,Minions,2.0,1.0
0,Friendly,Mortar,Graveyard,Hunter,Knight,Skeletons,Fireball,Spear Goblins,Barbarian Barrel,Archer Queen,Bandit,Ram Rider,Barbarian Barrel,Fireball,Royal Ghost,Mega Knight,Electro Spirit,0.0,1.0
1,Friendly,P.E.K.K.A,Hog Rider,Goblin Gang,Bats,Fireball,Zap,Inferno Dragon,Princess,Bowler,Lumberjack,Balloon,Barbarian Barrel,Tornado,Freeze,Inferno Dragon,Electro Dragon,3.0,0.0
2,Friendly,Inferno Dragon,Mother Witch,Graveyard,Goblin Cage,Skeletons,Fireball,Barbarian Barrel,Cannon Cart,Golem,Mega Minion,Barbarian Barrel,Tornado,Dark Prince,Baby Dragon,Cannon Cart,Bomber,2.0,1.0
3,Friendly,Electro Wizard,Mega Minion,Mega Knight,Graveyard,Poison,Barbarian Barrel,Goblin Cage,Baby Dragon,Valkyrie,Ice Wizard,Tesla,Poison,Tornado,Skeletons,X-Bow,The Log,1.0,0.0
4,Friendly,Miner,Skeletons,Ice Spirit,Valkyrie,Electro Wizard,Inferno Tower,The Log,Poison,Tornado,Baby Dragon,Barbarian Hut,Electro Dragon,Elixir Golem,Battle Healer,Heal Spirit,Barbarian Barrel,0.0,2.0
5,Friendly,Skeleton Barrel,Mega Knight,Inferno Dragon,Skeleton King,Miner,Minions,Arrows,Giant Snowball,Electro Giant,Lightning,Tornado,Barbarian Barrel,Golden Knight,Baby Dragon,Goblin Cage,Bomber,0.0,1.0
6,Ladder,Mortar,Graveyard,Hunter,Knight,Skeletons,Fireball,Spear Goblins,Barbarian Barrel,Archer Queen,Mega Minion,Graveyard,Barbarian Barrel,Poison,Tornado,Goblin Cage,Knight,1.0,0.0
7,MirrorDeck_Friendly,Mirror,Wall Breakers,Royal Giant,Archers,Mega Knight,Bandit,Heal Spirit,Fireball,Mirror,Wall Breakers,Royal Giant,Archers,Mega Knight,Bandit,Heal Spirit,Fireball,1.0,0.0
8,MirrorDeck_Friendly,Mirror,Goblin Barrel,Royal Hogs,Skeleton Dragons,P.E.K.K.A,Night Witch,Skeleton Army,Fireball,Mirror,Goblin Barrel,Royal Hogs,Skeleton Dragons,P.E.K.K.A,Night Witch,Skeleton Army,Fireball,0.0,3.0
9,MirrorDeck_Friendly,Mirror,Goblin Barrel,Goblin Giant,Magic Archer,Rascals,Night Witch,Skeleton Army,The Log,Mirror,Goblin Barrel,Goblin Giant,Magic Archer,Rascals,Night Witch,Skeleton Army,The Log,0.0,1.0
10,Ladder,Baby Dragon,Barbarian Barrel,Fireball,Bomb Tower,Graveyard,Ice Wizard,Tornado,Knight,Golem,Night Witch,Mini P.E.K.K.A,Tornado,Lightning,Mega Minion,Baby Dragon,Bomber,1.0,0.0
11,MirrorDeck_Friendly,Mirror,Skeleton Barrel,Graveyard,Minion Horde,Mini P.E.K.K.A,Princess,Skeletons,The Log,Mirror,Skeleton Barrel,Graveyard,Minion Horde,Mini P.E.K.K.A,Princess,Skeletons,The Log,1.0,0.0
12,Ladder,Baby Dragon,Barbarian Barrel,Fireball,Bomb Tower,Graveyard,Ice Wizard,Tornado,Knight,Giant,Bowler,Graveyard,Bats,Skeleton Army,Night Witch,Arrows,Giant Snowball,0.0,1.0
13,Ladder,Baby Dragon,Barbarian Barrel,Fireball,Bomb Tower,Graveyard,Ice Wizard,Tornado,Knight,Giant,Fireball,Dark Prince,Prince,Sparky,Arrows,Bats,Electro Dragon,1.0,0.0
14,Ladder,Baby Dragon,Barbarian Barrel,Fireball,Bomb Tower,Graveyard,Ice Wizard,Tornado,Knight,Golem,Lumberjack,Lightning,Barbarian Barrel,Goblin Cage,Baby Dragon,Archer Queen,Tornado,1.0,0.0
15,Ladder,Baby Dragon,Barbarian Barrel,Fireball,Bomb Tower,Graveyard,Ice Wizard,Tornado,Knight,Archer Queen,The Log,Hog Rider,Knight,Skeletons,Tesla,Fire Spirit,Earthquake,1.0,0.0
16,Ladder,Baby Dragon,Barbarian Barrel,Fireball,Bomb Tower,Graveyard,Ice Wizard,Tornado,Knight,Goblin Barrel,Valkyrie,Skeletons,Electro Spirit,Princess,Tesla,Rocket,The Log,0.0,1.0
