,gameMode_name,team_0_cards_0_name,team_0_cards_1_name,team_0_cards_2_name,team_0_cards_3_name,team_0_cards_4_name,team_0_cards_5_name,team_0_cards_6_name,team_0_cards_7_name,opponent_0_cards_0_name,opponent_0_cards_1_name,opponent_0_cards_2_name,opponent_0_cards_3_name,opponent_0_cards_4_name,opponent_0_cards_5_name,opponent_0_cards_6_name,opponent_0_cards_7_name,team_0_crowns,opponent_0_crowns
5,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Arrows,Balloon,Barbarians,Inferno Dragon,Lava Hound,Miner,Skeleton Dragons,Zap,1.0,3.0
6,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Zap,Bandit,Archer Queen,Battle Ram,Electro Wizard,Royal Ghost,P.E.K.K.A,Fireball,1.0,0.0
7,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,X-Bow,Valkyrie,Tesla,Fireball,Skeletons,Ice Wizard,Fire Spirit,The Log,1.0,0.0
8,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Giant,Bowler,Graveyard,Bats,Skeleton Army,Night Witch,Arrows,Giant Snowball,0.0,1.0
9,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Fireball,P.E.K.K.A,Battle Ram,Magic Archer,Bandit,Royal Ghost,Electro Wizard,Zap,1.0,0.0
10,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Lava Hound,Mega Minion,Tombstone,Barbarians,Lightning,Zap,Skeleton Dragons,Balloon,1.0,0.0
11,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,P.E.K.K.A,Battle Ram,Royal Ghost,Electro Wizard,Archer Queen,Bandit,Zap,Fireball,1.0,0.0
12,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Electro Wizard,Royal Ghost,Ram Rider,Giant Snowball,Lightning,Golden Knight,Barbarian Barrel,P.E.K.K.A,1.0,0.0
13,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Mega Knight,Inferno Dragon,Electro Wizard,Zap,Miner,Bats,Bandit,The Log,1.0,0.0
14,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Poison,Giant Snowball,Knight,Archers,Rascals,Dark Prince,Graveyard,Bomb Tower,1.0,0.0
15,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Electro Wizard,Barbarian Barrel,Tornado,Baby Dragon,Lightning,Goblin Cage,Golden Knight,Royal Giant,0.0,1.0
16,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Skeleton Army,Prince,Princess,Mega Knight,Dart Goblin,Goblin Barrel,Royal Giant,Bats,1.0,0.0
17,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Archer Queen,Electro Wizard,Battle Ram,Fireball,P.E.K.K.A,Bandit,Royal Ghost,Zap,1.0,0.0
18,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Flying Machine,Lava Hound,Barbarians,Goblin Cage,Electro Dragon,Mega Minion,Arrows,Miner,0.0,1.0
19,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,X-Bow,Musketeer,Rocket,Skeletons,The Log,Knight,Electro Spirit,Tesla,1.0,0.0
20,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Valkyrie,Musketeer,Tornado,The Log,Hog Rider,Elite Barbarians,Ice Spirit,Executioner,0.0,3.0
21,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Lumberjack,Ram Rider,Bandit,Inferno Dragon,Magic Archer,Barbarian Barrel,Ice Golem,Fireball,1.0,0.0
22,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Electro Wizard,Zap,Balloon,Inferno Dragon,Mega Knight,Fireball,Bandit,Lumberjack,0.0,1.0
23,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Golem,Electro Dragon,Baby Dragon,Mega Minion,Lumberjack,Elite Barbarians,Tornado,Barbarian Barrel,0.0,1.0
24,Ladder,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,Bandit,Ram Rider,Royal Ghost,Lightning,Electro Spirit,Mega Knight,Giant Snowball,Archer Queen,1.0,0.0
25,Event_ArcherQueen_Tease,Archer Queen,Royal Ghost,Bandit,Ram Rider,Mega Knight,Electro Spirit,Barbarian Barrel,Lightning,Archer Queen,The Log,Valkyrie,Tornado,Firecracker,Tesla,X-Bow,Skeletons,1.0,0.0
26,Event_ArcherQueen_Tease,Archer Queen,Bandit,Royal Ghost,Mega Knight,Barbarian Barrel,Electro Spirit,Lightning,Ram Rider,Archer Queen,Royal Ghost,Bandit,Skeleton Army,Giant Skeleton,Magic Archer,Flying Machine,Fireball,1.0,0.0
27,Event_ArcherQueen_Tease,Archer Queen,Bandit,Royal Ghost,Mega Knight,Barbarian Barrel,Electro Spirit,Lightning,Ram Rider,Archer Queen,Electro Wizard,Mega Knight,Prince,Wizard,Fireball,Zap,Bats,3.0,1.0
28,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Lumberjack,Tesla,Dart Goblin,Balloon,P.E.K.K.A,Arrows,Archer Queen,Knight,1.0,0.0
29,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Balloon,Freeze,Baby Dragon,Zap,Archer Queen,P.E.K.K.A,Lumberjack,Tornado,0.0,1.0
30,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Electro Spirit,Royal Ghost,Lightning,Bandit,Archer Queen,Mega Knight,Barbarian Barrel,Ram Rider,0.0,1.0
31,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Bowler,Baby Dragon,Balloon,Lumberjack,Inferno Dragon,Freeze,Tornado,Barbarian Barrel,1.0,0.0
32,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Lightning,Archer Queen,The Log,Valkyrie,Hog Rider,Fire Spirit,Tesla,Skeletons,1.0,0.0
33,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Archer Queen,Baby Dragon,Tornado,Fireball,Goblin Cage,Barbarian Barrel,Knight,Graveyard,1.0,0.0
34,Challenge_AllCards_EventDeck,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Mother Witch,Mega Knight,Bats,Inferno Dragon,Zap,Knight,Elite Barbarians,Arrows,1.0,0.0
35,Event_SkeletonKing_Tease,Skeleton King,Bowler,Electro Wizard,Graveyard,Skeleton Army,Fireball,Mother Witch,Dark Prince,Skeleton King,Mother Witch,Flying Machine,Royal Hogs,Zappies,Fireball,Elite Barbarians,Furnace,3.0,0.0
36,Event_SkeletonKing_Tease,Skeleton King,Bowler,Electro Wizard,Graveyard,Skeleton Army,Fireball,Mother Witch,Dark Prince,Skeleton King,Prince,Sparky,Inferno Dragon,Wizard,Rage,Mega Knight,Electro Wizard,3.0,0.0
37,Event_SkeletonKing_Tease,Skeleton King,Bowler,Electro Wizard,Graveyard,Skeleton Army,Fireball,Mother Witch,Dark Prince,Skeleton King,Witch,Mega Knight,Mother Witch,Goblin Cage,Lumberjack,Magic Archer,Electro Wizard,1.0,0.0
38,Event_SkeletonKing_Tease,Skeleton King,Bowler,Electro Wizard,Graveyard,Skeleton Army,Fireball,Mother Witch,Dark Prince,Skeleton King,The Log,Executioner,Valkyrie,Hog Rider,Minion Horde,Elite Barbarians,Dart Goblin,3.0,0.0
39,Event_SkeletonKing_Tease,Skeleton King,Bowler,Electro Wizard,Graveyard,Skeleton Army,Fireball,Mother Witch,Dark Prince,Skeleton King,Tesla,Mother Witch,Bomber,Mega Knight,Mini P.E.K.K.A,Goblin Barrel,Princess,3.0,1.0
40,Event_SkeletonKing_Tease,Skeleton King,The Log,Electro Wizard,Graveyard,Skeleton Army,Tornado,Tesla,Dark Prince,Skeleton King,Goblin Drill,Miner,Electro Wizard,Mother Witch,Mini P.E.K.K.A,Valkyrie,Fireball,3.0,0.0
41,Event_SkeletonKing_Tease,Skeleton King,Valkyrie,The Log,Princess,Goblin Barrel,Goblin Gang,Tesla,Fireball,Skeleton King,Princess,Prince,Valkyrie,Mini P.E.K.K.A,Wizard,Mother Witch,Magic Archer,3.0,0.0
42,Event_SkeletonKing_Tease,Skeleton King,Valkyrie,The Log,Princess,Goblin Barrel,Goblin Gang,Tesla,Fireball,Skeleton King,Inferno Dragon,The Log,Goblin Barrel,Ram Rider,Zap,Magic Archer,Tesla,3.0,0.0
43,Event_SkeletonKing_Tease,Skeleton King,Valkyrie,The Log,Princess,Goblin Barrel,Goblin Gang,Tesla,Fireball,Skeleton King,Princess,Mega Knight,Tornado,Bowler,Furnace,Fireball,Flying Machine,1.0,0.0
44,Event_SkeletonKing_Tease,Skeleton King,Valkyrie,The Log,Princess,Goblin Barrel,Goblin Gang,Tesla,Fireball,Skeleton King,Wizard,Fire Spirit,Mini P.E.K.K.A,Elixir Collector,Ice Wizard,Fisherman,Elixir Golem,3.0,0.0
45,Event_SkeletonKing_Tease,Skeleton King,Valkyrie,The Log,Princess,Goblin Barrel,Goblin Gang,Tesla,Fireball,Skeleton King,Dart Goblin,Goblin Barrel,Princess,Fireball,Skeleton Army,Royal Delivery,Inferno Tower,1.0,0.0
46,Ladder_GoldRush,Rocket,Goblin Barrel,Goblin Gang,Electro Spirit,Knight,Princess,Inferno Tower,The Log,Royal Giant,Fisherman,The Log,Mother Witch,Dark Prince,Electro Spirit,Lightning,Mega Minion,0.0,3.0
0,Friendly,Graveyard,Elite Barbarians,Musketeer,Arrows,Giant,Bats,Skeleton Army,Giant Snowball,Skeleton King,Miner,Mortar,Bats,Minion Horde,Fireball,Skeleton Army,Spear Goblins,0.0,1.0
1,Friendly,Skeleton King,Miner,Mortar,Bats,Minion Horde,Fireball,Skeleton Army,Spear Goblins,Graveyard,Elite Barbarians,Musketeer,Arrows,Giant,Bats,Skeleton Army,Giant Snowball,2.0,1.0
2,Friendly,Royal Delivery,Miner,Rascals,Balloon,Giant Snowball,Bats,Inferno Tower,Fisherman,Minion Horde,Tornado,Balloon,Electro Wizard,Giant Skeleton,Lumberjack,The Log,Fireball,0.0,2.0
3,Friendly,Princess,Hunter,Goblin Barrel,Wall Breakers,Cannon Cart,Skeletons,Bandit,The Log,Royal Delivery,Miner,Rascals,Balloon,Giant Snowball,Bats,Inferno Tower,Fisherman,1.0,0.0
4,Friendly,Minion Horde,Tornado,Balloon,Electro Wizard,Giant Skeleton,Lumberjack,The Log,Fireball,Princess,Hunter,Goblin Barrel,Wall Breakers,Cannon Cart,Skeletons,Bandit,The Log,1.0,0.0
5,Friendly,Knight,Spear Goblins,Bats,Wall Breakers,Miner,Poison,Bomb Tower,The Log,Minion Horde,Tornado,Balloon,Electro Wizard,Giant Skeleton,Lumberjack,The Log,Fireball,1.0,0.0
6,Friendly,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,2.0,1.0
7,Friendly,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,3.0,0.0
8,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Tesla,Goblin Drill,Fire Spirit,Valkyrie,Wall Breakers,Bomber,Skeleton Army,Fireball,1.0,0.0
9,Friendly,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Tornado,Valkyrie,Graveyard,Baby Dragon,Bowler,Freeze,Electro Wizard,Inferno Dragon,1.0,0.0
10,Friendly,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,Tornado,Valkyrie,Graveyard,Baby Dragon,Bowler,Freeze,Electro Wizard,Inferno Dragon,0.0,1.0
11,Tournament,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,X-Bow,Knight,Archers,Electro Spirit,Skeletons,Tesla,Rocket,The Log,1.0,0.0
12,Tournament,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Dart Goblin,Goblin Barrel,Prince,Inferno Tower,Princess,Goblin Gang,Skeleton Barrel,The Log,2.0,1.0
13,Tournament,Graveyard,Dark Prince,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Fireball,Lava Hound,Witch,Inferno Tower,Poison,Valkyrie,Archers,Skeleton Army,Bats,0.0,1.0
14,Tournament,Graveyard,Dark Prince,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Fireball,Lava Hound,Witch,Inferno Tower,Poison,Valkyrie,Archers,Skeleton Army,Bats,0.0,1.0
15,Tournament,Graveyard,Dark Prince,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Fireball,P.E.K.K.A,Ram Rider,Inferno Dragon,Electro Wizard,Fireball,Bandit,The Log,Arrows,1.0,0.0
16,Tournament,Graveyard,Dark Prince,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Fireball,Graveyard,Valkyrie,Baby Dragon,Tornado,Barbarian Barrel,Tombstone,Poison,Ice Wizard,1.0,0.0
17,Tournament,Graveyard,Dark Prince,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Fireball,Royal Giant,Fireball,The Log,Bats,Tesla,Mother Witch,Dark Prince,Electro Spirit,3.0,0.0
18,Tournament,Graveyard,Dark Prince,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Fireball,Baby Dragon,Mega Knight,Skeleton Army,Bats,Hog Rider,Zap,Arrows,Dark Prince,1.0,0.0
19,Ladder,Bowler,Baby Dragon,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Mega Knight,Inferno Dragon,Bats,Bandit,Miner,Goblin Gang,Skeleton Barrel,Zap,1.0,0.0
20,Ladder,Bowler,Baby Dragon,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Mega Knight,Bandit,Royal Ghost,Ram Rider,Archer Queen,Electro Spirit,Giant Snowball,Lightning,1.0,0.0
21,Ladder,Bowler,Baby Dragon,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,The Log,Princess,Goblin Barrel,Guards,Dart Goblin,Prince,Rascals,Rocket,0.0,1.0
22,Ladder,Bowler,Baby Dragon,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Ice Wizard,Tornado,The Log,Rocket,X-Bow,Skeletons,Valkyrie,Tesla,1.0,0.0
23,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Lava Hound,Lumberjack,Baby Dragon,Arrows,Skeleton Army,Bats,Clone,Flying Machine,1.0,0.0
24,Ladder,Bowler,Electro Wizard,Graveyard,Baby Dragon,Inferno Dragon,Freeze,Tornado,Valkyrie,Electro Giant,Dark Prince,Inferno Dragon,Bomber,Mother Witch,Lightning,Goblin Cage,Tornado,1.0,0.0
25,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Fisherman,Lightning,Hunter,Balloon,Electro Wizard,Mega Knight,Arrows,Dark Prince,1.0,0.0
26,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Archer Queen,Fireball,Electro Wizard,Zap,Royal Ghost,Bandit,P.E.K.K.A,Battle Ram,1.0,0.0
27,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,P.E.K.K.A,Ram Rider,Electro Wizard,Golden Knight,Dark Prince,Magic Archer,Fireball,Barbarian Barrel,1.0,0.0
28,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,0.0,1.0
29,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Golem,Archer Queen,Night Witch,Arrows,Mini P.E.K.K.A,Skeleton Army,Zap,Bats,1.0,0.0
30,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Archer Queen,Valkyrie,Baby Dragon,Graveyard,Tombstone,Barbarian Barrel,Tornado,Poison,1.0,0.0
31,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Fireball,Tornado,Valkyrie,X-Bow,Tesla,Knight,Archers,Ice Spirit,Skeletons,The Log,Fireball,1.0,0.0
32,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Fireball,Tornado,Valkyrie,Barbarians,Firecracker,Royal Hogs,Earthquake,Electro Spirit,Skeletons,Hunter,The Log,0.0,1.0
33,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Knight,Guards,Archer Queen,Fireball,Bats,Mortar,Miner,The Log,1.0,0.0
34,Ladder,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie,Knight,Ice Spirit,Goblin Gang,Goblin Barrel,Inferno Tower,Rocket,The Log,Princess,0.0,1.0
35,Ladder_CrownRush,Bowler,Electro Wizard,Graveyard,Baby Dragon,Inferno Dragon,Freeze,Tornado,Valkyrie,Tombstone,The Log,Giant,Arrows,Bandit,Electro Wizard,Inferno Dragon,Sparky,1.0,0.0
36,Ladder_CrownRush,Bowler,Electro Wizard,Graveyard,Baby Dragon,Inferno Dragon,Freeze,Tornado,Valkyrie,Goblin Barrel,Spear Goblins,Giant Snowball,Rocket,Rascals,Cannon Cart,Dark Prince,Princess,1.0,0.0
37,Ladder_CrownRush,Bowler,Electro Wizard,Graveyard,Baby Dragon,Inferno Dragon,Freeze,Tornado,Valkyrie,X-Bow,Rocket,Valkyrie,Tesla,Electro Spirit,Archer Queen,The Log,Tornado,0.0,1.0
0,TeamVsTeamLadder,Hog Rider,Valkyrie,Goblins,Rocket,Executioner,The Log,Ice Spirit,Tornado,Musketeer,Barbarians,Goblins,Valkyrie,Hog Rider,Freeze,Wizard,Fireball,1.0,0.0
1,TeamVsTeamLadder,Hog Rider,Valkyrie,Goblins,Rocket,Executioner,The Log,Ice Spirit,Tornado,Zap,Skeleton Army,Tesla,Rage,Goblin Barrel,Mega Knight,Wizard,Bomber,1.0,0.0
2,TeamVsTeamLadder,Hog Rider,Valkyrie,Goblins,Rocket,Executioner,The Log,Ice Spirit,Tornado,Furnace,Inferno Tower,Balloon,Flying Machine,Valkyrie,Witch,Lightning,Arrows,1.0,0.0
3,TeamVsTeamLadder,Hog Rider,Valkyrie,Goblins,Rocket,Executioner,The Log,Ice Spirit,Tornado,Zap,Goblin Gang,Fireball,Valkyrie,Hog Rider,Inferno Tower,Witch,Mega Knight,2.0,0.0
4,TeamVsTeamLadder,Hog Rider,Valkyrie,Goblins,Rocket,Executioner,The Log,Ice Spirit,Tornado,Wizard,Princess,Minion Horde,Bandit,Balloon,Elite Barbarians,Fireball,Rage,1.0,0.0
5,TeamVsTeamLadder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Skeletons,The Log,Golden Knight,Cannon,Musketeer,Hog Rider,Ice Spirit,Fireball,2.0,0.0
6,TeamVsTeamLadder,X-Bow,Tesla,Ice Spirit,Archers,Knight,Skeletons,Fireball,The Log,Valkyrie,Fireball,Hog Rider,Wizard,Minion Horde,P.E.K.K.A,Skeleton Army,Zap,1.0,0.0
7,TeamVsTeamLadder,X-Bow,Tesla,Ice Spirit,Archers,Knight,Skeletons,Fireball,The Log,P.E.K.K.A,Royal Ghost,Magic Archer,Fireball,Zap,Battle Ram,Bandit,Electro Wizard,3.0,0.0
8,TeamVsTeamLadder,X-Bow,Tesla,Ice Spirit,Archers,Knight,Skeletons,Fireball,The Log,Ice Wizard,Bomber,Inferno Dragon,Royal Giant,Zap,The Log,Tornado,Lightning,3.0,0.0
9,TeamVsTeamLadder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Barbarians,Prince,Zap,Furnace,Arrows,Bats,Valkyrie,Musketeer,1.0,0.0
10,TeamVsTeamLadder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,P.E.K.K.A,Mother Witch,Electro Wizard,Electro Dragon,Archer Queen,Barbarian Barrel,Bandit,Poison,0.0,1.0
11,TeamVsTeamLadder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Cannon Cart,Mortar,Miner,Guards,Bats,The Log,Archer Queen,Fireball,2.0,1.0
12,Showdown_Ladder,Elixir Golem,Battle Healer,Baby Dragon,Electro Dragon,Inferno Dragon,Arrows,Rage,Golden Knight,Electro Wizard,Fireball,Magic Archer,Lumberjack,Bandit,Skeleton Army,Mini P.E.K.K.A,Guards,1.0,0.0
13,Showdown_Ladder,Elixir Golem,Battle Healer,Baby Dragon,Electro Dragon,Inferno Dragon,Arrows,Rage,Golden Knight,Hog Rider,Valkyrie,Firecracker,Tesla,Earthquake,The Log,Electro Spirit,Skeletons,1.0,0.0
14,Showdown_Ladder,Elixir Golem,Battle Healer,Baby Dragon,Electro Dragon,Inferno Dragon,Arrows,Rage,Golden Knight,Royal Delivery,Skeletons,Firecracker,Fire Spirit,Royal Hogs,Earthquake,Goblin Cage,The Log,0.0,3.0
15,MirrorDeck_Friendly,Mirror,Wall Breakers,Royal Hogs,Firecracker,Goblin Cage,Royal Ghost,Skeleton Army,Giant Snowball,Mirror,Wall Breakers,Royal Hogs,Firecracker,Goblin Cage,Royal Ghost,Skeleton Army,Giant Snowball,1.0,0.0
16,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Electro Wizard,Dark Prince,Goblin Giant,Heal Spirit,Elite Barbarians,Rage,Sparky,Zap,1.0,0.0
17,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Rocket,The Log,Tornado,Executioner,Valkyrie,Hog Rider,Electro Spirit,Goblins,3.0,0.0
18,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Elixir Golem,Battle Healer,Baby Dragon,Electro Dragon,Heal Spirit,Tornado,Fireball,Barbarian Hut,1.0,0.0
19,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Zap,Fireball,Minions,Battle Ram,Royal Ghost,Bandit,Electro Wizard,P.E.K.K.A,1.0,0.0
20,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Sparky,Inferno Dragon,Bandit,Magic Archer,Mega Knight,Arrows,Mirror,Archer Queen,2.0,1.0
21,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,P.E.K.K.A,Magic Archer,Royal Ghost,Fireball,Electro Wizard,Bandit,Battle Ram,Zap,1.0,0.0
22,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Baby Dragon,Knight,Ice Wizard,Graveyard,Barbarian Barrel,Tornado,Poison,Tombstone,0.0,1.0
23,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Fireball,Fisherman,Zappies,Skeleton Army,Royal Giant,Skeleton King,The Log,Mother Witch,0.0,1.0
24,Ladder,Rascals,Goblin Barrel,Dart Goblin,Rocket,Prince,Guards,Princess,The Log,Valkyrie,Bats,Executioner,Tornado,Ice Spirit,Lumberjack,The Log,Balloon,0.0,1.0
0,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,The Log,Archer Queen,Earthquake,Skeletons,Hog Rider,Tesla,Valkyrie,Fire Spirit,1.0,0.0
1,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,The Log,Royal Giant,Dark Prince,Electro Wizard,Fisherman,Electro Spirit,Fireball,Mega Minion,0.0,1.0
2,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen,1.0,0.0
3,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Barbarian Barrel,Dark Prince,Royal Hogs,Bats,Mega Knight,Electro Spirit,Archer Queen,Lightning,1.0,0.0
4,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Bomb Tower,Earthquake,Giant Skeleton,Royal Hogs,Zappies,Tornado,Barbarian Barrel,Firecracker,1.0,0.0
5,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Mega Knight,Inferno Dragon,Electro Wizard,Zap,Miner,Bats,Bandit,The Log,3.0,0.0
6,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Hog Rider,Skeletons,The Log,Mini P.E.K.K.A,Ice Golem,Bats,Firecracker,Earthquake,1.0,0.0
7,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Goblin Barrel,Guards,Rascals,Rocket,Prince,Dart Goblin,Princess,The Log,1.0,0.0
8,Ladder,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A,Mega Knight,Inferno Dragon,Miner,Balloon,Ice Golem,Bats,Goblin Gang,Zap,1.0,0.0
9,Challenge_AllCards_EventDeck,Skeleton Army,Zappies,Royal Giant,Skeleton King,Fireball,Fisherman,The Log,Mother Witch,Skeletons,Electro Spirit,Bats,Ice Golem,The Log,Miner,Wall Breakers,Dart Goblin,1.0,0.0
