,0,1,2,3,4,5,6,7,8,9,result
12666,Goblin Cage,Fireball,Royal Recruits,Zappies,Royal Hogs,Arrows,Flying Machine,Electro Spirit,2.0,1.0,win
12667,Electro Spirit,Skeletons,Fisherman,Archer Queen,Bats,Fireball,Royal Giant,The Log,3.0,0.0,win
12668,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning,1.0,3.0,lose
12669,Princess,Goblin Barrel,The Log,Knight,Goblin Gang,Inferno Tower,Rocket,Ice Spirit,1.0,0.0,win
12670,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen,0.0,1.0,lose
12671,Lava Hound,Mega Minion,Tombstone,Barbarians,Lightning,Zap,Skeleton Dragons,Balloon,3.0,2.0,win
12672,Lava Hound,Arrows,Electro Dragon,Flying Machine,Skeleton Dragons,Tombstone,Barbarians,Miner,1.0,3.0,lose
12673,Elixir Golem,Battle Healer,Baby Dragon,Electro Dragon,The Log,Tornado,Fireball,Barbarian Hut,3.0,0.0,win
12674,P.E.K.K.A,Baby Dragon,Electro Wizard,Lumberjack,Barbarian Barrel,Freeze,Tornado,Balloon,1.0,3.0,lose
12675,Elixir Golem,Inferno Dragon,Arrows,Elite Barbarians,Electro Dragon,Heal Spirit,Rage,Battle Healer,1.0,3.0,lose
12676,Lava Hound,Balloon,Tombstone,Skeleton Dragons,Mega Minion,Fireball,Barbarians,Zap,3.0,1.0,win
12677,Miner,The Log,Golden Knight,Bats,Wall Breakers,Spear Goblins,Bomb Tower,Fireball,1.0,0.0,win
12678,Zap,Bandit,Archer Queen,Battle Ram,Electro Wizard,Royal Ghost,P.E.K.K.A,Fireball,1.0,2.0,lose
12679,Ice Golem,Wall Breakers,Bandit,Archer Queen,Royal Ghost,Royal Hogs,Heal Spirit,Three Musketeers,1.0,3.0,lose
12680,Goblin Cage,Fireball,Royal Recruits,Zappies,Royal Hogs,Arrows,Flying Machine,Electro Spirit,1.0,2.0,lose
12681,Electro Giant,Tornado,Witch,Fisherman,Skeleton King,Mega Minion,Lightning,Skeleton Army,1.0,0.0,win
12682,Executioner,P.E.K.K.A,Tornado,Skeletons,Balloon,Zap,Miner,Electro Wizard,0.0,1.0,lose
12683,Mega Knight,Inferno Dragon,Bats,Bandit,Miner,Goblin Gang,Skeleton Barrel,Zap,1.0,0.0,win
12684,Balloon,Barbarian Barrel,Bowler,Electro Dragon,Freeze,Inferno Dragon,Lumberjack,Tornado,0.0,1.0,lose
12685,P.E.K.K.A,Battle Ram,Fireball,Zap,Royal Ghost,Bandit,Magic Archer,Electro Wizard,0.0,1.0,lose
12686,Mega Knight,Ram Rider,Archer Queen,Inferno Dragon,Bandit,Giant Snowball,Barbarian Barrel,Poison,0.0,1.0,lose
12687,Rocket,Bats,Hog Rider,Ice Golem,Ice Spirit,Princess,The Log,Mini P.E.K.K.A,0.0,1.0,lose
12688,Sparky,Miner,Golem,Minion Horde,Skeleton Army,Bats,Witch,Arrows,1.0,0.0,win
12689,P.E.K.K.A,Bandit,Electro Wizard,Lightning,Baby Dragon,Ram Rider,Royal Ghost,Zap,0.0,1.0,lose
12690,Giant,Mega Minion,Tornado,Mini P.E.K.K.A,Baby Dragon,Zappies,Sparky,Zap,0.0,1.0,lose
12691,Graveyard,Freeze,Valkyrie,Bats,Knight,Wizard,Skeleton Army,Wall Breakers,3.0,1.0,win
12692,Freeze,Lumberjack,Inferno Dragon,Tornado,Bowler,Balloon,Electro Dragon,Barbarian Barrel,0.0,1.0,lose
12693,Giant Snowball,Barbarian Barrel,Bandit,Poison,Inferno Dragon,Ram Rider,Archer Queen,Mega Knight,0.0,1.0,lose
12694,Archer Queen,Hog Rider,Valkyrie,Tesla,Skeletons,Fire Spirit,The Log,Earthquake,0.0,1.0,lose
12695,Knight,Goblin Barrel,Goblin Gang,Electro Spirit,Princess,Inferno Tower,The Log,Rocket,0.0,1.0,lose
12696,Arrows,Tombstone,Barbarian Barrel,Freeze,Bowler,Electro Wizard,Inferno Dragon,Graveyard,0.0,1.0,lose
12697,Knight,Hog Rider,Wizard,Inferno Tower,Firecracker,Skeleton Army,Goblin Barrel,Zap,0.0,1.0,lose
12698,Mega Knight,Fisherman,Skeleton Barrel,The Log,Zappies,Hunter,Archer Queen,Fireball,0.0,1.0,lose
12699,Goblin Drill,Wall Breakers,Fireball,Guards,Bomber,Valkyrie,Tesla,Fire Spirit,0.0,1.0,lose
12700,Mortar,Archer Queen,Bats,Miner,Valkyrie,Fireball,Skeletons,The Log,0.0,1.0,lose
12701,Electro Wizard,Inferno Dragon,Tornado,Freeze,Graveyard,Bowler,Ice Wizard,Valkyrie,0.0,1.0,lose
12702,Golem,Electro Dragon,Baby Dragon,Tornado,Elite Barbarians,Lumberjack,Bomber,Heal Spirit,3.0,0.0,win
12703,Royal Hogs,Electro Spirit,Archer Queen,The Log,Skeletons,Cannon Cart,Goblin Cage,Fireball,0.0,1.0,lose
12704,P.E.K.K.A,Executioner,Dark Prince,Electro Spirit,Graveyard,Inferno Dragon,Tornado,Freeze,1.0,0.0,win
12705,Graveyard,Electro Wizard,Bowler,Archer Queen,Tornado,Valkyrie,Freeze,Inferno Dragon,1.0,0.0,win
12706,Bats,Spear Goblins,Arrows,Royal Giant,Skeleton Army,Firecracker,Skeleton Barrel,Mega Knight,0.0,1.0,lose
12707,Hog Rider,Valkyrie,Tesla,Skeletons,Rocket,Firecracker,Ice Spirit,The Log,0.0,1.0,lose
12708,P.E.K.K.A,Dark Prince,Electro Wizard,Zap,Royal Giant,Hunter,Barbarian Barrel,Lightning,0.0,3.0,lose
12709,Ice Wizard,Graveyard,Barbarian Barrel,Baby Dragon,Poison,Valkyrie,Tornado,Tombstone,1.0,0.0,win
12710,Knight,Tornado,Archers,Mortar,Rocket,The Log,Skeletons,Ice Spirit,0.0,1.0,lose
12711,Royal Recruits,Electro Spirit,Zappies,Flying Machine,Barbarian Barrel,Royal Hogs,Fireball,Goblin Cage,0.0,1.0,lose
12712,Arrows,Spear Goblins,Miner,Guards,Lumberjack,Lava Hound,Balloon,Minion Horde,0.0,1.0,lose
12713,Mirror,Mini P.E.K.K.A,Flying Machine,Electro Giant,Tornado,Lightning,Dark Prince,Elite Barbarians,0.0,1.0,lose
12714,Freeze,Graveyard,Mega Minion,Baby Dragon,Barbarian Barrel,Dark Prince,Tornado,Tombstone,0.0,3.0,lose
12715,Graveyard,Baby Dragon,Tombstone,Poison,Valkyrie,Archer Queen,Skeletons,Barbarian Barrel,1.0,0.0,win
12716,Mortar,Miner,Bats,Fireball,Rascals,Goblin Gang,Dart Goblin,The Log,0.0,1.0,lose
12717,Goblin Gang,Bats,Fireball,Mini P.E.K.K.A,Royal Hogs,Ice Golem,The Log,Princess,2.0,1.0,win
12718,Fireball,Golden Knight,Fisherman,The Log,Royal Giant,Hunter,Electro Spirit,Spear Goblins,1.0,2.0,lose
12719,Musketeer,Ice Golem,Fire Spirit,Fireball,Cannon,Skeletons,Hog Rider,The Log,0.0,3.0,lose
12720,Tombstone,Balloon,Barbarians,Inferno Dragon,Lava Hound,Miner,Skeleton Dragons,Zap,1.0,3.0,lose
12721,P.E.K.K.A,Battle Ram,Royal Ghost,Bandit,Archer Queen,Electro Wizard,Zap,Fireball,0.0,2.0,lose
12722,Giant,Archer Queen,Miner,Mega Minion,Guards,The Log,Fireball,Zap,0.0,3.0,lose
12723,Baby Dragon,Barbarian Barrel,Tombstone,Graveyard,Poison,Archer Queen,Valkyrie,Tornado,1.0,0.0,win
12724,Mortar,Musketeer,Miner,Poison,Bats,Skeletons,Giant Snowball,Valkyrie,0.0,1.0,lose
12725,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,3.0,lose
12726,Zap,Electro Wizard,Dark Prince,Fireball,Giant,Prince,Miner,Mega Minion,1.0,2.0,lose
12727,Golem,Baby Dragon,Electro Dragon,Tornado,Night Witch,Dark Prince,Lumberjack,Barbarian Barrel,3.0,1.0,win
12728,Fireball,Golden Knight,Fisherman,The Log,Royal Giant,Hunter,Electro Spirit,Spear Goblins,2.0,1.0,win
12729,P.E.K.K.A,Electro Wizard,Battle Ram,Bandit,Royal Ghost,Magic Archer,Fireball,Zap,1.0,2.0,lose
12730,Lava Hound,Balloon,Fireball,Guards,Skeleton Dragons,Mega Minion,Tombstone,Zap,1.0,2.0,lose
12731,Hog Rider,Musketeer,Fireball,Ice Golem,Cannon,The Log,Skeletons,Ice Spirit,1.0,0.0,win
12732,Elixir Golem,Battle Healer,Electro Dragon,Inferno Dragon,Rage,Elite Barbarians,Arrows,Zap,0.0,1.0,lose
12733,Inferno Dragon,Lumberjack,Balloon,Tornado,Bowler,Baby Dragon,Barbarian Barrel,Freeze,1.0,0.0,win
12734,Lava Hound,Balloon,Arrows,Mega Minion,Skeleton Army,Baby Dragon,Lightning,Tombstone,0.0,1.0,lose
12735,Elixir Golem,Battle Healer,Arrows,Bowler,Rage,Inferno Dragon,Electro Dragon,Zap,2.0,1.0,win
12736,Balloon,Skeleton Barrel,Knight,Archers,The Log,Giant Snowball,Royal Delivery,Inferno Tower,1.0,0.0,win
12737,Hog Rider,Cannon,Fire Spirit,The Log,Musketeer,Skeletons,Fireball,Ice Golem,1.0,0.0,win
12738,Cannon,Electro Spirit,Hog Rider,The Log,Musketeer,Skeletons,Ice Golem,Fireball,0.0,1.0,lose
12739,Skeletons,Cannon,Ice Golem,Ice Spirit,Musketeer,The Log,Fireball,Hog Rider,0.0,1.0,lose
12740,Mega Knight,Arrows,Electro Wizard,Musketeer,Goblin Cage,Bandit,Dark Prince,Hog Rider,1.0,2.0,lose
12741,Royal Recruits,Royal Hogs,Flying Machine,Zappies,Golden Knight,Goblin Cage,Fireball,Barbarian Barrel,2.0,1.0,win
12742,Mega Knight,Bandit,Miner,Zap,Prince,Musketeer,Wall Breakers,Minions,0.0,1.0,lose
12743,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,0.0,1.0,lose
12744,Electro Giant,Dark Prince,Barbarian Barrel,Archer Queen,Bomber,Tornado,Tombstone,Lightning,2.0,1.0,win
12745,Electro Giant,Goblin Cage,Lightning,Archer Queen,Dark Prince,Mega Minion,Tornado,Barbarian Barrel,1.0,0.0,win
12746,Night Witch,Clone,Golem,Bats,Skeleton King,Flying Machine,Skeleton Army,Arrows,1.0,3.0,lose
12747,Bats,Skeleton King,Skeleton Barrel,Skeleton Army,Mortar,Miner,Dart Goblin,Fireball,0.0,1.0,lose
12748,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen,0.0,1.0,lose
12749,Giant,Bowler,Graveyard,Bats,Skeleton Army,Night Witch,Arrows,Giant Snowball,1.0,0.0,win
12750,Freeze,Valkyrie,Inferno Dragon,Tornado,Bowler,Graveyard,Electro Wizard,Ice Wizard,1.0,0.0,win
12751,Graveyard,Witch,Dark Prince,Zappies,Goblin Hut,Arrows,Barbarian Barrel,Mega Knight,1.0,0.0,win
12752,Goblin Barrel,Rocket,The Log,Guards,Knight,Inferno Tower,Princess,Electro Spirit,0.0,1.0,lose
12753,Graveyard,Archer Queen,Baby Dragon,Valkyrie,Bomb Tower,Barbarian Barrel,Tornado,Poison,1.0,2.0,lose
12754,Bandit,Lightning,P.E.K.K.A,Barbarian Barrel,Electro Wizard,Baby Dragon,Giant Snowball,Ram Rider,1.0,0.0,win
12755,Goblin Barrel,Ice Spirit,Guards,Valkyrie,Inferno Tower,Rocket,The Log,Princess,3.0,0.0,win
12756,Rocket,The Log,Tornado,Executioner,Valkyrie,Hog Rider,Electro Spirit,Goblins,0.0,3.0,lose
12757,Mega Minion,Baby Dragon,Tornado,Goblin Cage,Electro Giant,Lightning,Bowler,Barbarian Barrel,0.0,1.0,lose
12758,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen,0.0,1.0,lose
12759,Goblin Giant,Rage,Zap,Sparky,Heal Spirit,Elite Barbarians,Archer Queen,Mega Minion,3.0,2.0,win
12760,Golem,Night Witch,Fireball,Mega Minion,Mini P.E.K.K.A,Bomber,Skeleton Army,Arrows,1.0,3.0,lose
12761,Poison,Giant Snowball,Knight,Archers,Rascals,Dark Prince,Graveyard,Bomb Tower,1.0,0.0,win
12762,Goblin Giant,Golden Knight,Dark Prince,Fireball,Inferno Dragon,Spear Goblins,Bats,Arrows,0.0,1.0,lose
12763,Giant,Graveyard,Dark Prince,Inferno Dragon,Fireball,Skeleton Army,Witch,Arrows,1.0,2.0,lose
12764,Lava Hound,Skeleton Dragons,Guards,Arrows,Goblin Cage,Mega Minion,Flying Machine,Miner,2.0,1.0,win
12765,Goblin Giant,Rage,Zap,Sparky,Heal Spirit,Elite Barbarians,Archer Queen,Mega Minion,0.0,1.0,lose
12766,Graveyard,Valkyrie,Ice Wizard,Baby Dragon,Tombstone,Barbarian Barrel,Tornado,Poison,1.0,0.0,win
12767,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning,0.0,1.0,lose
12768,Dart Goblin,Mortar,Miner,The Log,Rascals,Guards,Bats,Fireball,0.0,1.0,lose
12769,Skeletons,Knight,Ice Spirit,The Log,Archer Queen,Tesla,X-Bow,Fireball,0.0,1.0,lose
12770,Mega Minion,Lava Hound,Skeleton Dragons,Fireball,Tombstone,Balloon,Barbarians,Zap,0.0,1.0,lose
12771,Tombstone,Balloon,Skeleton Dragons,Mega Minion,Fireball,Barbarians,Lava Hound,Zap,0.0,1.0,lose
12772,P.E.K.K.A,Battle Ram,Zap,Fireball,Royal Ghost,Bandit,Electro Wizard,Magic Archer,2.0,0.0,win
12773,Skeleton King,Miner,Mortar,Bats,Minion Horde,Fireball,Skeleton Army,Spear Goblins,1.0,0.0,win
12774,Elixir Golem,Arrows,Miner,Battle Healer,Rage,Electro Dragon,Inferno Dragon,Night Witch,0.0,3.0,lose
12775,Knight,X-Bow,Tesla,Archers,Skeletons,Electro Spirit,Fireball,The Log,0.0,2.0,lose
12776,Lava Hound,Electro Dragon,Fireball,Arrows,Tombstone,Miner,Guards,Flying Machine,0.0,1.0,lose
12777,Golden Knight,Dart Goblin,Goblin Barrel,Tesla,Guards,Electro Spirit,Fireball,The Log,0.0,1.0,lose
12778,Cannon,Musketeer,Hog Rider,Ice Golem,Skeletons,Ice Spirit,The Log,Fireball,0.0,1.0,lose
12779,Cannon,Musketeer,Hog Rider,Ice Golem,Skeletons,Ice Spirit,The Log,Fireball,0.0,1.0,lose
12780,Cannon,Musketeer,Hog Rider,Ice Golem,Skeletons,Ice Spirit,The Log,Fireball,1.0,0.0,win
12781,Inferno Dragon,Sparky,Elite Barbarians,Fireball,Minion Horde,Elixir Golem,Valkyrie,Electro Giant,0.0,1.0,lose
12782,Valkyrie,Tornado,Ice Spirit,Zap,Miner,Executioner,Balloon,Skeletons,1.0,0.0,win
12783,Balloon,Skeleton Barrel,Knight,Archers,The Log,Giant Snowball,Royal Delivery,Inferno Tower,0.0,1.0,lose
12784,P.E.K.K.A,Battle Ram,Fireball,Electro Wizard,Magic Archer,Bandit,Zap,Royal Ghost,0.0,1.0,lose
12785,Valkyrie,Skeleton Barrel,Goblin Barrel,Wall Breakers,Tesla,Firecracker,Goblin Gang,Skeleton Army,0.0,1.0,lose
12786,Graveyard,Prince,Dark Prince,Hunter,Poison,Barbarian Barrel,Zappies,Giant Snowball,1.0,0.0,win
12787,Poison,Giant Snowball,Knight,Archers,Rascals,Dark Prince,Graveyard,Bomb Tower,1.0,0.0,win
12788,The Log,Archer Queen,Royal Hogs,Royal Delivery,Skeletons,Goblin Cage,Fire Spirit,Earthquake,1.0,0.0,win
12789,Skeleton King,Miner,Mortar,Bats,Minion Horde,Fireball,Skeleton Army,Spear Goblins,0.0,1.0,lose
12790,Royal Delivery,Miner,Rascals,Balloon,Giant Snowball,Bats,Inferno Tower,Fisherman,0.0,1.0,lose
12791,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning,0.0,1.0,lose
12792,Goblin Barrel,Valkyrie,Skeleton Barrel,Skeleton Army,Inferno Tower,Princess,The Log,Dart Goblin,1.0,0.0,win
12793,Golden Knight,Fire Spirit,Poison,Giant Snowball,Dart Goblin,Skeletons,Miner,Tesla,0.0,1.0,lose
12794,P.E.K.K.A,Battle Ram,Royal Ghost,Electro Wizard,Archer Queen,Bandit,Zap,Fireball,1.0,0.0,win
12795,Fireball,Bats,Dart Goblin,Skeleton Barrel,Mega Knight,Skeleton Army,Electro Wizard,Skeleton King,0.0,1.0,lose
12796,Golem,Night Witch,Bomber,Mega Minion,Baby Dragon,Zap,Tornado,Lumberjack,0.0,1.0,lose
12797,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard,0.0,1.0,lose
12798,Skeleton Barrel,Royal Hogs,Hunter,Royal Delivery,Spear Goblins,Skeletons,Electro Spirit,The Log,0.0,1.0,lose
12799,Mega Knight,Inferno Dragon,Arrows,Guards,Dark Prince,Bandit,Electro Wizard,Ram Rider,1.0,0.0,win
12800,Knight,Spear Goblins,Miner,Bomb Tower,Fireball,Bats,The Log,Wall Breakers,3.0,0.0,win
12801,Goblin Giant,Sparky,Electro Wizard,Mega Minion,Heal Spirit,Zap,Rage,Elite Barbarians,1.0,0.0,win
12802,Electro Giant,Baby Dragon,Dark Prince,Barbarian Barrel,Tornado,Goblin Cage,Lightning,Mega Minion,0.0,1.0,lose
12803,X-Bow,Skeletons,Rocket,Archer Queen,The Log,Valkyrie,Tesla,Electro Spirit,1.0,0.0,win
12804,Balloon,Skeleton Barrel,Knight,Archers,The Log,Giant Snowball,Royal Delivery,Inferno Tower,0.0,1.0,lose
12805,Giant,Dark Prince,Prince,Zap,Mega Minion,Arrows,Electro Wizard,Fireball,0.0,1.0,lose
12806,Lava Hound,Mega Minion,Tombstone,Barbarians,Lightning,Zap,Skeleton Dragons,Balloon,2.0,1.0,win
12807,Skeleton King,Skeleton Army,Arrows,Fireball,Tombstone,Witch,Inferno Dragon,Graveyard,0.0,1.0,lose
12808,Electro Giant,Tornado,Witch,Fisherman,Skeleton King,Mega Minion,Lightning,Skeleton Army,0.0,3.0,lose
12809,Golem,Night Witch,Fireball,Mega Minion,Mini P.E.K.K.A,Bomber,Skeleton Army,Arrows,1.0,0.0,win
12810,Earthquake,Archer Queen,Royal Hogs,The Log,Royal Delivery,Skeletons,Fire Spirit,Goblin Cage,0.0,1.0,lose
12811,Miner,Valkyrie,Fireball,Spear Goblins,Tesla,Bats,Wall Breakers,The Log,2.0,1.0,win
12812,Goblin Giant,Sparky,Electro Wizard,Mega Minion,Heal Spirit,Zap,Rage,Elite Barbarians,3.0,1.0,win
12813,Lava Hound,Balloon,Tombstone,Skeleton Dragons,Mega Minion,Fireball,Barbarians,Zap,2.0,1.0,win
12814,The Log,Skeletons,Knight,Tesla,Electro Spirit,Princess,Goblin Barrel,Rocket,1.0,2.0,lose
12815,Baby Dragon,Barbarian Barrel,Archer Queen,Electro Giant,Goblin Cage,Tornado,Lightning,Dark Prince,2.0,1.0,win
12816,Archers,Skeletons,Tesla,Rocket,Electro Spirit,Knight,X-Bow,The Log,1.0,3.0,lose
12817,Valkyrie,Tornado,Ice Spirit,Zap,Miner,Executioner,Balloon,Skeletons,1.0,0.0,win
12818,Tesla,Skeletons,Earthquake,The Log,Hog Rider,Valkyrie,Firecracker,Ice Spirit,1.0,0.0,win
12819,Bats,Fireball,Spear Goblins,Skeleton Army,Skeleton King,Mortar,Miner,Minion Horde,1.0,2.0,lose
12820,Ice Wizard,Baby Dragon,Barbarian Barrel,Poison,Tombstone,Graveyard,Knight,Tornado,2.0,1.0,win
12821,Fireball,P.E.K.K.A,Battle Ram,Magic Archer,Bandit,Royal Ghost,Electro Wizard,Zap,2.0,3.0,lose
12822,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
12823,X-Bow,Tesla,Ice Wizard,Valkyrie,Skeletons,The Log,Tornado,Rocket,1.0,2.0,lose
12824,Graveyard,Poison,Mega Minion,Barbarian Barrel,Tombstone,Knight,Baby Dragon,Tornado,0.0,1.0,lose
12825,Skeleton King,Miner,Mortar,Bats,Minion Horde,Fireball,Skeleton Army,Spear Goblins,3.0,1.0,win
12826,Electro Giant,Golden Knight,Tornado,Lightning,Skeletons,Barbarian Barrel,Goblin Cage,Baby Dragon,2.0,3.0,lose
12827,Mega Knight,Giant Snowball,Archer Queen,Electro Spirit,Ram Rider,Bandit,Royal Ghost,Lightning,3.0,1.0,win
12828,Goblin Barrel,The Log,Rascals,Dart Goblin,Prince,Guards,Rocket,Princess,0.0,1.0,lose
12829,Zap,Fireball,Minions,Battle Ram,Royal Ghost,Bandit,Electro Wizard,P.E.K.K.A,3.0,1.0,win
12830,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,1.0,2.0,lose
12831,Magic Archer,Royal Hogs,Archer Queen,Fire Spirit,Earthquake,Goblin Cage,The Log,Royal Delivery,1.0,3.0,lose
12832,The Log,Guards,Furnace,Inferno Tower,Dark Prince,Miner,Fireball,Minion Horde,1.0,3.0,lose
12833,Poison,Tombstone,Ice Wizard,Baby Dragon,Tornado,Valkyrie,Barbarian Barrel,Graveyard,0.0,3.0,lose
12834,Graveyard,Poison,Valkyrie,Barbarian Barrel,Archer Queen,Tornado,Baby Dragon,Tombstone,1.0,0.0,win
12835,Lightning,Mother Witch,Electro Spirit,The Log,Archer Queen,Dark Prince,Royal Giant,Fisherman,1.0,3.0,lose
12836,Mega Knight,Inferno Dragon,Bats,Bandit,Miner,Goblin Gang,Skeleton Barrel,Zap,1.0,0.0,win
12837,Archers,Skeletons,Tesla,Rocket,Electro Spirit,Knight,X-Bow,The Log,1.0,0.0,win
12838,Skeleton King,Miner,Mortar,Bats,Minion Horde,Fireball,Skeleton Army,Spear Goblins,1.0,0.0,win
12839,Tesla,Goblin Barrel,Rocket,Valkyrie,Skeletons,The Log,Electro Spirit,Princess,2.0,1.0,win
12840,Lava Hound,Mega Minion,Tombstone,Barbarians,Lightning,Zap,Skeleton Dragons,Balloon,2.0,1.0,win
12841,Hog Rider,Archer Queen,The Log,Earthquake,Skeletons,Bomb Tower,Fire Spirit,Knight,1.0,0.0,win
12842,Lava Hound,Tombstone,Zap,Arrows,Balloon,Miner,Minions,Inferno Dragon,0.0,1.0,lose
12843,Skeleton Army,Minion Horde,Hog Rider,The Log,Zap,Princess,Goblin Gang,Elite Barbarians,0.0,1.0,lose
12844,Electro Giant,Earthquake,Tombstone,Archer Queen,Skeletons,Barbarian Barrel,Tornado,Prince,0.0,1.0,lose
12845,Miner,Valkyrie,Fireball,Spear Goblins,Tesla,Bats,Wall Breakers,The Log,0.0,1.0,lose
12846,Valkyrie,Baby Dragon,Archer Queen,Barbarian Barrel,Graveyard,Tombstone,Poison,Tornado,0.0,1.0,lose
12847,Lava Hound,Baby Dragon,Lumberjack,Fireball,Flying Machine,Clone,Bats,Skeleton Army,1.0,0.0,win
12848,Baby Dragon,Ice Wizard,Inferno Dragon,Valkyrie,Tornado,Bowler,Graveyard,Freeze,1.0,0.0,win
12849,P.E.K.K.A,Bandit,Minions,Miner,Electro Wizard,Royal Ghost,Zap,Poison,0.0,1.0,lose
12850,Mega Knight,Zap,Bandit,Minion Horde,Inferno Dragon,Arrows,Hog Rider,Balloon,0.0,1.0,lose
12851,Knight,Archers,Skeletons,Fireball,X-Bow,Tesla,Electro Spirit,The Log,0.0,1.0,lose
12852,Giant,Prince,Mega Minion,Fireball,Miner,Dark Prince,Electro Wizard,Zap,1.0,0.0,win
12853,Balloon,Arrows,Barbarians,Skeleton Army,Ice Wizard,Royal Hogs,Inferno Dragon,Zap,1.0,0.0,win
12854,Cannon,Royal Hogs,Earthquake,Royal Delivery,Skeletons,Fire Spirit,The Log,Archer Queen,0.0,1.0,lose
12855,Ice Golem,Hog Rider,Cannon,Fireball,Ice Spirit,Skeletons,Musketeer,The Log,1.0,0.0,win
12856,Giant,Graveyard,Giant Snowball,Archer Queen,Dark Prince,Skeleton Army,Arrows,Minions,1.0,0.0,win
12857,Electro Giant,Tesla,Electro Wizard,Valkyrie,Tornado,Skeletons,Lightning,Bandit,0.0,1.0,lose
12858,Giant,Minion Horde,Zap,Bats,Sparky,Skeleton Army,Arrows,Mini P.E.K.K.A,0.0,1.0,lose
12859,Tesla,Goblin Drill,Fire Spirit,Valkyrie,Wall Breakers,Bomber,Skeleton Army,Fireball,1.0,0.0,win
12860,Mega Knight,Giant Snowball,Archer Queen,Electro Spirit,Ram Rider,Bandit,Royal Ghost,Lightning,0.0,1.0,lose
12861,Bowler,Inferno Dragon,Balloon,Lumberjack,Baby Dragon,Freeze,Barbarian Barrel,Tornado,1.0,2.0,lose
12862,Wall Breakers,Inferno Tower,Fire Spirit,Goblin Drill,Skeleton Army,Valkyrie,Fireball,Bomber,0.0,1.0,lose
12863,Giant,Graveyard,Dark Prince,Arrows,Freeze,Inferno Dragon,Witch,Skeleton Army,0.0,1.0,lose
12864,Royal Recruits,Royal Hogs,Flying Machine,Zappies,Golden Knight,Goblin Cage,Fireball,Barbarian Barrel,1.0,0.0,win
12865,Royal Giant,Minions,Zap,Barbarians,Sparky,Arrows,Hog Rider,Minion Horde,0.0,1.0,lose
12866,Lava Hound,Balloon,Inferno Dragon,Miner,Barbarians,Zap,Arrows,Skeleton Dragons,2.0,1.0,win
12867,Inferno Tower,Poison,Wall Breakers,Skeletons,Mega Minion,Royal Delivery,Golden Knight,The Log,0.0,2.0,lose
12868,Valkyrie,Electro Spirit,Inferno Tower,The Log,Rocket,Archer Queen,Goblin Barrel,Guards,1.0,0.0,win
12869,Golem,Night Witch,Skeleton Barrel,Skeleton Army,Clone,Flying Machine,Arrows,Skeleton Dragons,0.0,3.0,lose
12870,Goblin Drill,Wall Breakers,Fireball,Golden Knight,Inferno Tower,Fire Spirit,Skeleton Army,Bomber,0.0,3.0,lose
12871,Graveyard,Tombstone,Skeletons,Giant Snowball,Ice Golem,Freeze,Archer Queen,Mega Minion,0.0,2.0,lose
12872,Knight,Zap,Minion Horde,Hog Rider,Wizard,Balloon,Bandit,Skeleton Army,1.0,2.0,lose
12873,Archer Queen,Mega Knight,Ram Rider,Bandit,Giant Snowball,Electro Spirit,Royal Ghost,Lightning,0.0,1.0,lose
12874,Goblin Barrel,Prince,Princess,Rocket,Rascals,Dart Goblin,Guards,The Log,0.0,1.0,lose
12875,Earthquake,Archer Queen,Royal Hogs,The Log,Royal Delivery,Skeletons,Fire Spirit,Goblin Cage,0.0,1.0,lose
12876,Giant,Prince,Mega Minion,Fireball,Dark Prince,Electro Dragon,Zap,The Log,3.0,1.0,win
12877,Giant,Bowler,Skeleton Army,Bats,Graveyard,Night Witch,Arrows,Giant Snowball,1.0,3.0,lose
12878,Elixir Golem,Battle Healer,Night Witch,Inferno Dragon,Electro Dragon,Heal Spirit,Tornado,Rage,3.0,2.0,win
12879,Royal Giant,Dark Prince,Fireball,The Log,Archer Queen,Mega Minion,Fisherman,Electro Spirit,0.0,1.0,lose
12880,Rocket,Spear Goblins,Goblin Barrel,Archer Queen,Dark Prince,Rascals,The Log,Bandit,1.0,0.0,win
12881,P.E.K.K.A,Balloon,Lumberjack,Ice Wizard,Baby Dragon,Tornado,Freeze,Zap,0.0,2.0,lose
12882,Lava Hound,Balloon,Arrows,Mega Minion,Skeleton Army,Baby Dragon,Lightning,Tombstone,3.0,2.0,win
