,0,1,2,3,4,5,6,7,8,9,result
2527,Archer Queen,Skeletons,Royal Delivery,Fire Spirit,Goblin Cage,Royal Hogs,Earthquake,The Log,1.0,0.0,win
2528,Royal Recruits,Arrows,Fireball,Goblin Cage,Royal Hogs,Golden Knight,Zappies,Flying Machine,1.0,0.0,win
2529,Mega Knight,Inferno Dragon,Bats,Bandit,Miner,Goblin Gang,Skeleton Barrel,Zap,1.0,0.0,win
2530,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2531,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,2.0,1.0,win
2532,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,3.0,0.0,win
2533,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2534,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,3.0,1.0,win
2535,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,1.0,lose
2536,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,1.0,lose
2537,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,3.0,0.0,win
2538,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,1.0,lose
2539,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2540,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2541,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,3.0,lose
2542,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2543,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2544,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,3.0,lose
2545,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2546,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2547,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2548,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2549,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,1.0,lose
2550,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,0.0,win
2551,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,1.0,2.0,lose
2552,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows,0.0,3.0,lose
2553,Barbarian Barrel,Goblin Cage,Poison,Tornado,Baby Dragon,Valkyrie,Mega Minion,Graveyard,1.0,0.0,win
2554,The Log,Magic Archer,Tornado,Wall Breakers,Bomb Tower,Miner,Valkyrie,Spear Goblins,1.0,2.0,lose
2555,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2556,The Log,Magic Archer,Tornado,Wall Breakers,Bomb Tower,Miner,Valkyrie,Spear Goblins,0.0,1.0,lose
2557,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2558,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2559,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,2.0,1.0,win
2560,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2561,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2562,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2563,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2564,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2565,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2566,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2567,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2568,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2569,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,2.0,lose
2570,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,3.0,lose
2571,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2572,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2573,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,1.0,0.0,win
2574,Baby Dragon,Electro Giant,Tornado,Goblin Cage,Barbarian Barrel,Bowler,Mega Minion,Lightning,0.0,1.0,lose
2575,Spear Goblins,Wall Breakers,Magic Archer,Tornado,Fireball,Miner,Valkyrie,Bomb Tower,1.0,0.0,win
2576,P.E.K.K.A,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Fireball,Bandit,Magic Archer,1.0,0.0,win
2577,Mortar,Miner,The Log,Knight,Cannon Cart,Spear Goblins,Fireball,Mega Minion,0.0,1.0,lose
2578,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,0.0,1.0,lose
2579,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,0.0,1.0,lose
2580,Mortar,Valkyrie,Guards,Fireball,Miner,Archer Queen,Bats,The Log,1.0,0.0,win
2581,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2582,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2583,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,2.0,3.0,lose
2584,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2585,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2586,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,2.0,lose
2587,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,0.0,1.0,lose
2588,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2589,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2590,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2591,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2592,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2593,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2594,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2595,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,1.0,0.0,win
2596,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,3.0,0.0,win
2597,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,0.0,1.0,lose
2598,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,0.0,1.0,lose
2599,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,2.0,1.0,win
2600,Magic Archer,P.E.K.K.A,Ram Rider,Fireball,Dark Prince,Zap,Electro Wizard,Bandit,3.0,1.0,win
2601,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,2.0,lose
2602,Mega Knight,Giant Snowball,Archer Queen,Electro Spirit,Ram Rider,Bandit,Royal Ghost,Lightning,0.0,1.0,lose
2603,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2604,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2605,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2606,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,2.0,lose
2607,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,0.0,1.0,lose
2608,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2609,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,2.0,1.0,win
2610,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2611,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,0.0,1.0,lose
2612,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,3.0,1.0,win
2613,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,0.0,1.0,lose
2614,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2615,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2616,Goblin Cage,Barbarian Barrel,Zappies,Fireball,Royal Recruits,Royal Hogs,Electro Spirit,Flying Machine,1.0,0.0,win
2617,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,3.0,0.0,win
2618,Valkyrie,Spear Goblins,Bats,Wall Breakers,Miner,Fireball,Tesla,The Log,0.0,1.0,lose
2619,Dart Goblin,Skeletons,Goblin Barrel,Royal Delivery,Royal Ghost,Wall Breakers,Bandit,The Log,0.0,1.0,lose
2620,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,0.0,1.0,lose
2621,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,3.0,1.0,win
2622,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,3.0,0.0,win
2623,Barbarian Barrel,Inferno Dragon,Baby Dragon,Freeze,Bowler,Tornado,Lumberjack,Balloon,1.0,0.0,win
2624,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,0.0,1.0,lose
2625,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,0.0,1.0,lose
2626,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,1.0,win
2627,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,0.0,1.0,lose
2628,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,3.0,lose
2629,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,1.0,win
2630,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,1.0,win
2631,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2632,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,0.0,1.0,lose
2633,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2634,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2635,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,1.0,win
2636,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,3.0,lose
2637,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,0.0,win
2638,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,2.0,1.0,win
2639,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,0.0,1.0,lose
2640,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2641,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2642,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2643,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,2.0,0.0,win
2644,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,2.0,lose
2645,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,0.0,win
2646,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,3.0,2.0,win
2647,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,2.0,1.0,win
2648,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap,1.0,0.0,win
2649,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Valkyrie,1.0,0.0,win
2650,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2651,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2652,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2653,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,0.0,1.0,lose
2654,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2655,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,0.0,1.0,lose
2656,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2657,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2658,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2659,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2660,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,0.0,1.0,lose
2661,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,3.0,0.0,win
2662,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2663,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,2.0,1.0,win
2664,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2665,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,0.0,1.0,lose
2666,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,1.0,0.0,win
2667,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,0.0,1.0,lose
2668,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight,0.0,3.0,lose
2669,Skeletons,Executioner,Valkyrie,Electro Spirit,The Log,Tornado,Ice Spirit,Rocket,0.0,1.0,lose
2670,Skeletons,Executioner,Valkyrie,Electro Spirit,The Log,Tornado,Ice Spirit,Rocket,0.0,1.0,lose
2671,Skeletons,Executioner,Valkyrie,Electro Spirit,The Log,Tornado,Ice Spirit,Rocket,1.0,0.0,win
2672,Skeletons,Executioner,Valkyrie,Ram Rider,The Log,Tornado,Ice Spirit,Rocket,0.0,1.0,lose
2673,Skeletons,Executioner,Valkyrie,Ram Rider,The Log,Tornado,Ice Spirit,Rocket,1.0,0.0,win
2674,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2675,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,0.0,win
2676,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,1.0,2.0,lose
2677,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2678,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,2.0,1.0,win
2679,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,0.0,1.0,lose
2680,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,2.0,1.0,win
2681,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2682,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2683,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,2.0,3.0,lose
2684,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,1.0,0.0,win
2685,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2686,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2687,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,1.0,2.0,lose
2688,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,2.0,0.0,win
2689,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,3.0,1.0,win
2690,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,0.0,1.0,lose
2691,Golem,Lumberjack,Elixir Collector,Baby Dragon,Tornado,Bandit,Skeleton Army,Electro Dragon,1.0,2.0,lose
2692,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,2.0,1.0,win
2693,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,3.0,0.0,win
2694,Goblin Cage,Bomber,Fireball,Hog Rider,Royal Recruits,Flying Machine,Giant Snowball,Zappies,0.0,1.0,lose
2695,Battle Ram,Electro Wizard,Zap,P.E.K.K.A,Bandit,Royal Ghost,Magic Archer,Poison,3.0,1.0,win
2696,Tornado,Skeletons,Baby Dragon,Dark Prince,Electro Dragon,Golem,Lumberjack,Barbarian Barrel,0.0,1.0,lose
2697,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2698,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2699,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,2.0,0.0,win
2700,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2701,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,0.0,1.0,lose
2702,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,0.0,1.0,lose
2703,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,3.0,lose
2704,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2705,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,3.0,0.0,win
2706,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,2.0,lose
2707,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2708,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,2.0,1.0,win
2709,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2710,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2711,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,2.0,3.0,lose
2712,Executioner,P.E.K.K.A,Zap,Battle Ram,Electro Wizard,Royal Ghost,Bandit,Tornado,1.0,0.0,win
2713,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,2.0,1.0,win
2714,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,0.0,win
2715,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,0.0,1.0,lose
2716,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,3.0,0.0,win
2717,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,2.0,lose
2718,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,3.0,0.0,win
2719,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,2.0,lose
2720,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,0.0,1.0,lose
2721,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,0.0,1.0,lose
2722,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,0.0,win
2723,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,0.0,win
2724,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,0.0,win
2725,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,2.0,lose
2726,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,2.0,1.0,win
2727,Arrows,Giant,Inferno Dragon,Fireball,Witch,Dark Prince,Graveyard,Skeleton Army,1.0,2.0,lose
2728,Goblin Giant,Zap,Fireball,Elite Barbarians,Electro Wizard,Prince,Bats,Goblin Gang,3.0,1.0,win
2729,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Mega Minion,Zap,Rage,1.0,0.0,win
2730,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Mega Minion,Zap,Rage,2.0,1.0,win
2731,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Mega Minion,Zap,Rage,0.0,1.0,lose
2732,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Mega Minion,Zap,Rage,1.0,0.0,win
2733,Giant,Minion Horde,Mini P.E.K.K.A,Wizard,Sparky,Rage,Dark Prince,Elixir Collector,2.0,4.0,lose
2734,Archers,Skeletons,Tesla,Electro Spirit,Knight,Fireball,X-Bow,The Log,1.0,0.0,win
2735,Archers,Skeletons,Tesla,Electro Spirit,Knight,Fireball,X-Bow,The Log,1.0,0.0,win
2736,Goblin Drill,Giant Snowball,Magic Archer,Electro Wizard,Cannon Cart,Golden Knight,Royal Ghost,Skeletons,1.0,0.0,win
2737,Giant,Minions,Graveyard,Giant Snowball,Arrows,Skeleton Army,Musketeer,Dark Prince,0.0,1.0,lose
2738,Spear Goblins,Wall Breakers,Magic Archer,Fireball,Tornado,Miner,Valkyrie,Bomb Tower,1.0,0.0,win
2739,Graveyard,Tornado,Tombstone,Valkyrie,Archer Queen,Poison,Baby Dragon,Barbarian Barrel,1.0,0.0,win
