County_full,longitude,latitude,D,E,F,color
"Barton County, MO",-94.3543,37.5181,85.0,4.3,0.04,green
"Sequoyah County, OK",-94.7757,35.52,24.0,3.2,0.03,green
"Pulaski County, MO",-92.2105,37.8676,19.0,0.8,0.02,green
"Arkansas County, AR",-91.4194,34.3505,57.0,8.3,0.04,green
"Elmore County, AL",-86.2094,32.5364,12.0,0.7,0.01,green
"Manassas Park city, VA",-77.445,38.7719,57.0,0.7,0.01,green
"Franklin Parish, LA",-91.6951,32.1138,50.0,6.1,0.02,green
"Lincoln Parish, LA",-92.6584,32.5757,21.0,1.0,0.0,green
"Tift County, GA",-83.559,31.4297,25.0,5.4,0.03,green
"Manassas city, VA",-77.4839,38.7479,24.0,0.7,0.01,green
"Orleans County, NY",-78.2493,43.2529,25.0,4.4,0.03,green
"Wilkin County, MN",-96.4748,46.2922,161.0,3.8,0.03,green
"Osage County, OK",-96.4668,36.5963,21.0,4.4,0.02,green
"Las Piedras Municipio, PR",-65.8662,18.2032,27.0,1.5,0.0,green
"Perry County, IN",-86.7655,37.9551,52.0,7.4,0.02,green
"Harrison County, MO",-93.9401,40.3444,120.0,7.9,0.06,green
"Clark County, OH",-83.8621,39.9134,7.0,3.5,0.06,green
"Wayne County, TN",-87.832,35.2924,60.0,1.5,0.02,green
"Hubbard County, MN",-94.8731,47.057,47.0,2.7,0.05,green
"Garvin County, OK",-97.344,34.7301,36.0,2.5,0.01,green
"Clinch County, GA",-82.708,30.9472,151.0,1.4,0.04,green
"Sweetwater County, WY",-109.1983,41.67,24.0,2.3,0.02,green
"Union County, TN",-83.7822,36.2125,50.0,2.8,0.03,green
"Owen County, IN",-86.7196,39.3185,48.0,2.8,0.04,green
"Wakulla County, FL",-84.3626,30.1133,27.0,2.5,0.01,green
"Chaves County, NM",-104.4084,33.1957,14.0,1.6,0.06,green
"Sunflower County, MS",-90.5545,33.5703,36.0,2.2,0.0,green
"Warren County, MS",-90.8529,32.3238,20.0,1.5,0.02,green
"Adair County, MO",-92.5246,40.1575,36.0,0.0,0.0,green
"Walton County, GA",-83.7697,33.7643,10.0,3.6,0.03,green
"Todd County, KY",-87.1665,36.7256,73.0,3.0,0.01,green
"Pennington County, MN",-96.0649,48.0896,64.0,6.3,0.04,green
"McPherson County, KS",-97.6401,38.4049,32.0,0.0,0.0,green
"Mineral County, WV",-78.8992,39.503,33.0,4.6,0.03,green
"Renville County, MN",-94.9473,44.6996,62.0,1.8,0.01,green
"Shelby County, IN",-85.7525,39.5618,20.0,3.9,0.02,green
"Washington County, OK",-95.9345,36.6686,17.0,7.1,0.0,green
"Scott County, VA",-82.5945,36.707,42.0,6.9,0.07,green
"Pittsburg County, OK",-95.7311,34.9369,21.0,1.5,0.02,green
"Whitley County, IN",-85.5001,41.1812,26.0,4.1,0.01,green
"Natchitoches Parish, LA",-93.0989,31.8094,24.0,5.6,0.02,green
"Itawamba County, MS",-88.383,34.2731,38.0,1.6,0.01,green
"Falls Church city, VA",-77.1751,38.8847,62.0,2.0,0.02,green
"Cedar County, IA",-91.0993,41.7772,48.0,4.9,0.02,green
"Towns County, GA",-83.8001,34.9422,75.0,2.8,0.03,green
"Orocovis Municipio, PR",-66.3916,18.2257,45.0,1.5,0.0,green
"Lawrence County, IN",-86.5381,38.8445,20.0,6.2,0.02,green
"Oglethorpe County, GA",-83.1643,33.8547,59.0,2.0,0.02,green
"Wayne County, IL",-88.4395,38.4199,56.0,3.7,0.03,green
"Floyd County, IA",-92.8194,43.0914,58.0,0.0,0.0,green
"Westmoreland County, VA",-76.9006,38.1753,50.0,5.3,0.03,green
"Lincoln County, OK",-96.8868,35.7146,26.0,6.3,0.04,green
"Georgetown County, SC",-79.1599,33.4477,14.0,3.8,0.03,green
"New Madrid County, MO",-89.6934,36.5989,53.0,1.3,0.01,green
"Lafayette County, AR",-93.5409,33.2944,136.0,0.8,0.01,green
"Iroquois County, IL",-87.8274,40.7609,33.0,5.1,0.0,green
"Los Alamos County, NM",-106.2465,35.8501,46.0,5.0,0.04,green
"Adams County, NE",-98.5406,40.5522,29.0,0.0,0.0,green
"New Kent County, VA",-76.9862,37.5095,39.0,5.3,0.03,green
"Henderson County, TX",-95.8821,32.228,11.0,5.0,0.05,green
"Grady County, GA",-84.2946,30.8287,37.0,1.1,0.01,green
"San Juan County, WA",-123.0655,48.5324,51.0,2.4,0.03,green
"McKenzie County, ND",-103.276,47.8381,60.0,1.8,0.01,green
"Lake County, MN",-91.3819,47.2538,85.0,5.5,0.03,green
"Dunn County, WI",-91.9131,44.981,20.0,5.1,0.04,green
"Montour County, PA",-76.6435,41.0069,49.0,8.0,0.05,green
"Ballard County, KY",-88.9606,37.0332,114.0,3.9,0.02,green
"Añasco Municipio, PR",-67.148,18.2853,34.0,1.5,0.0,green
"Cheboygan County, MI",-84.6113,45.5284,36.0,0.8,0.03,green
"Crawford County, WI",-90.9666,43.2568,56.0,2.0,0.01,green
"Walsh County, ND",-97.6799,48.3681,85.0,2.4,0.01,green
"Boise County, ID",-115.96,43.9638,115.0,2.8,0.05,green
"Marshall County, TN",-86.7812,35.4805,26.0,3.5,0.03,green
"Unicoi County, TN",-82.387,36.1632,50.0,8.8,0.06,green
"Marion County, MO",-91.4606,39.7541,32.0,3.4,0.01,green
"Crawford County, OH",-82.8767,40.8504,22.0,5.8,0.03,green
"Mecosta County, MI",-85.3409,43.6202,21.0,4.9,0.04,green
"Saline County, KS",-97.6359,38.7522,17.0,4.3,0.0,green
"Houston County, MN",-91.4441,43.6786,48.0,6.6,0.02,green
"Aguas Buenas Municipio, PR",-66.1191,18.2342,36.0,1.5,0.0,green
"Falls County, TX",-97.0077,31.2492,52.0,3.3,0.02,green
"Clearwater County, ID",-116.0442,46.5353,103.0,2.1,0.01,green
"Atoka County, OK",-96.0985,34.3939,65.0,0.4,0.03,green
"Rio Grande County, CO",-106.4614,37.6585,80.0,0.0,0.04,green
"Burke County, GA",-82.0333,33.0339,40.0,1.9,0.03,green
"Shelby County, TX",-94.1515,31.8748,36.0,0.9,0.02,green
"Geary County, KS",-96.851,39.0776,28.0,0.0,0.0,green
"Florida Municipio, PR",-66.5585,18.3746,80.0,1.5,0.0,green
"Randolph County, AL",-85.4173,33.2834,40.0,3.3,0.02,green
"Park County, MT",-110.533,45.4064,48.0,4.9,0.01,green
"Rincón Municipio, PR",-67.2489,18.3312,59.0,1.5,0.0,green
"Wallowa County, OR",-117.3358,45.4279,111.0,4.0,0.04,green
"Marshall County, MN",-96.5234,48.3148,86.0,6.3,0.04,green
"Madison County, OH",-83.4087,39.8877,18.0,6.0,0.02,green
"Brantley County, GA",-82.0564,31.1939,42.0,4.7,0.03,green
"Sabana Grande Municipio, PR",-66.9379,18.0544,37.0,1.5,0.0,green
"Sibley County, MN",-94.1886,44.5887,54.0,3.6,0.04,green
"Sanilac County, MI",-82.7636,43.3913,19.0,2.5,0.01,green
"Marion County, MS",-89.8548,31.2475,33.0,1.1,0.01,green
"St. John the Baptist Parish, LA",-90.5848,30.0338,19.0,2.9,0.01,green
"Delta County, MI",-86.8928,45.791,22.0,4.0,0.03,green
"Dallas County, MO",-93.1352,37.7481,47.0,2.4,0.03,green
"Monroe County, KY",-85.815,36.6884,75.0,4.8,0.01,green
"Montgomery County, AR",-93.7021,34.5229,89.0,2.3,0.03,green
"Hopkins County, TX",-95.6222,33.165,22.0,4.6,0.03,green
"Huntington County, IN",-85.4683,40.827,22.0,0.0,0.01,green
"Knox County, IN",-87.3551,38.7587,22.0,1.6,0.0,green
"Giles County, VA",-80.7701,37.3476,48.0,5.6,0.05,green
"Coal County, OK",-96.311,34.5338,146.0,6.1,0.02,green
"Bingham County, ID",-112.425,43.241,17.0,3.9,0.02,green
"Burt County, NE",-96.3551,41.8681,124.0,4.8,0.04,green
"Morgan County, WV",-78.3228,39.5902,45.0,6.2,0.04,green
"Burnett County, WI",-92.4516,45.8631,52.0,0.0,0.0,green
"Obion County, TN",-89.1235,36.3643,27.0,1.4,0.0,green
"Banks County, GA",-83.5654,34.3413,42.0,2.8,0.03,green
"Lawrence County, TN",-87.4115,35.1902,18.0,1.5,0.02,green
"Hall County, TX",-100.6257,34.5559,270.0,0.0,0.0,yellow
"Morris County, TX",-94.713,33.0887,65.0,5.8,0.01,green
"Ashland County, OH",-82.2812,40.8356,15.0,4.0,0.02,green
"Emmet County, MI",-84.8607,45.4918,24.0,0.8,0.03,green
"Park County, WY",-109.1523,44.6551,27.0,2.4,0.01,green
"Giles County, TN",-86.9915,35.1357,27.0,3.5,0.03,green
"Mercer County, IL",-90.725,41.1816,52.0,2.4,0.02,green
"Trempealeau County, WI",-91.3648,44.3154,27.0,6.6,0.02,green
"Dodge County, NE",-96.6138,41.5901,22.0,4.8,0.04,green
"Glacier County, MT",-112.8723,48.6166,58.0,3.3,0.01,green
"Santa Cruz County, AZ",-110.8695,31.5376,17.0,4.3,0.03,green
"Jackson County, TX",-96.5545,28.9034,54.0,4.9,0.03,green
"Mille Lacs County, MN",-93.6206,45.8951,30.0,2.4,0.01,green
"Tama County, IA",-92.5192,42.0697,47.0,3.6,0.02,green
"Winneshiek County, IA",-91.8757,43.2162,40.0,0.0,0.0,green
"Simpson County, MS",-89.869,31.9618,30.0,2.1,0.03,green
"Maunabo Municipio, PR",-65.9069,18.0055,78.0,1.5,0.0,green
"Jefferson County, IL",-88.8975,38.2644,21.0,3.7,0.03,green
"Montgomery County, NC",-79.8388,35.327,29.0,3.1,0.03,green
"Hartley County, TX",-102.3629,35.7867,143.0,2.0,0.03,green
"Northampton County, VA",-75.9212,37.3812,68.0,2.3,0.0,green
"Pope County, MN",-95.4317,45.666,71.0,1.7,0.02,green
"Wabash County, IL",-87.8147,38.4203,69.0,8.3,0.02,green
"Floyd County, VA",-80.3184,36.9118,51.0,6.9,0.05,green
"Clay County, MS",-88.6571,33.6064,41.0,2.9,0.01,green
"Simpson County, KY",-86.5595,36.7178,43.0,4.9,0.02,green
"York County, NE",-97.6047,40.8781,58.0,0.0,0.0,green
"Polk County, NC",-82.2611,35.2374,39.0,1.9,0.01,green
"Hart County, GA",-83.0287,34.3587,31.0,4.0,0.02,green
"Edmonson County, KY",-86.2691,37.1952,66.0,4.9,0.02,green
"Lake County, OR",-120.4302,42.4835,102.0,3.9,0.09,green
"Caroline County, VA",-77.4075,38.0555,26.0,3.5,0.05,green
"Washington County, MO",-90.7359,37.87,32.0,5.0,0.04,green
"Ashland County, WI",-90.6843,46.391,51.0,0.0,0.0,green
"Craig County, OK",-95.1471,36.6645,57.0,3.8,0.03,green
"Oconee County, GA",-83.47,33.8633,20.0,2.0,0.02,green
"Stephens County, TX",-98.9125,32.7566,85.0,2.4,0.01,green
"Perry County, PA",-77.156,40.4057,17.0,2.4,0.02,green
"Pickens County, GA",-84.4381,34.4592,25.0,6.7,0.04,green
"Lee County, AR",-90.8336,34.7481,90.0,0.0,0.0,green
"Lumpkin County, GA",-83.9804,34.5309,24.0,2.8,0.03,green
"Scott County, AR",-94.0953,34.902,78.0,3.2,0.03,green
"Patillas Municipio, PR",-65.9993,17.9958,49.0,1.5,0.0,green
"Amelia County, VA",-77.9882,37.3366,61.0,5.3,0.03,green
"Gibson County, IN",-87.5113,38.3169,24.0,8.3,0.02,green
"Troup County, GA",-85.0288,33.0295,11.0,3.3,0.02,green
"Payette County, ID",-116.8888,44.0229,29.0,1.4,0.02,green
"Huron County, OH",-82.6193,41.1376,12.0,4.6,0.02,green
"Juniata County, PA",-77.3347,40.5651,28.0,3.4,0.03,green
"Meade County, SD",-103.1721,44.392,25.0,7.0,0.02,green
"Todd County, SD",-100.8065,43.2587,69.0,0.0,0.0,green
"Jefferson County, WA",-122.8001,47.9377,22.0,0.9,0.01,green
"Lee County, SC",-80.1627,34.1401,42.0,0.6,0.01,green
"Custer County, SD",-103.3825,43.6789,78.0,7.0,0.02,green
"Johnson County, IL",-88.9007,37.4544,56.0,3.9,0.02,green
"Marion County, SC",-79.3179,34.2251,23.0,0.0,0.01,green
"Buffalo County, WI",-91.7973,44.3347,54.0,5.1,0.04,green
"Upson County, GA",-84.2831,32.8893,27.0,3.1,0.02,green
"Clay County, NC",-83.8179,35.045,62.0,2.5,0.01,green
"Skagway Municipality, AK",-135.2927,59.4566,592.0,4.3,0.02,yellow
"Leon County, TX",-96.0728,31.2701,40.0,0.0,0.0,green
"Miami County, OH",-84.292,40.0474,7.0,2.6,0.01,green
"Monroe County, WV",-80.6685,37.4948,53.0,1.4,0.01,green
"Lamar County, TX",-95.5039,33.6507,14.0,4.9,0.0,green
"Carroll County, IN",-86.5695,40.5777,35.0,3.9,0.04,green
"Daviess County, IN",-87.0543,38.7252,21.0,1.6,0.0,green
"Gillespie County, TX",-98.9267,30.2687,26.0,0.0,0.0,green
"Denali Borough, AK",-148.9237,63.8545,334.0,2.7,0.01,yellow
"Perquimans County, NC",-76.4612,36.1959,52.0,1.0,0.02,green
"Northampton County, NC",-77.3655,36.4146,36.0,4.2,0.03,green
"Lincoln County, WI",-89.7112,45.3283,25.0,4.1,0.03,green
"Barnwell County, SC",-81.3576,33.2886,34.0,1.9,0.03,green
"Adams County, IN",-84.9454,40.7071,20.0,0.0,0.01,green
"Warren County, NC",-78.1455,36.4281,35.0,2.9,0.05,green
"Gonzales County, TX",-97.537,29.437,34.0,6.6,0.03,green
"Lake and Peninsula Borough, AK",-156.6427,58.2704,440.0,3.1,0.03,yellow
"Decatur County, GA",-84.5564,30.877,27.0,2.5,0.02,green
"Meigs County, OH",-81.9921,39.0341,31.0,7.2,0.1,green
"Mifflin County, PA",-77.6459,40.5886,15.0,3.4,0.03,green
"Stark County, ND",-102.7177,46.8818,22.0,2.6,0.08,green
"Izard County, AR",-91.9083,36.1097,51.0,1.3,0.03,green
"Winston County, AL",-87.4249,34.1365,30.0,4.9,0.01,green
"Cimarron County, OK",-102.6304,36.7522,328.0,0.0,0.0,yellow
"Floyd County, TX",-101.3896,34.0533,123.0,2.1,0.01,green
"Auglaize County, OH",-84.1956,40.5479,15.0,3.5,0.01,green
"Harris County, GA",-84.791,32.7781,20.0,6.4,0.06,green
"Lafayette County, WI",-90.0508,42.65,42.0,5.1,0.03,green
"Laurens County, GA",-83.0175,32.4758,15.0,0.7,0.02,green
"Uvalde County, TX",-99.6458,29.3265,26.0,3.7,0.05,green
"Polk County, TX",-94.9227,30.7972,14.0,2.7,0.03,green
"Isanti County, MN",-93.2056,45.6103,17.0,2.4,0.01,green
"Saline County, MO",-93.2559,39.1272,31.0,1.0,0.01,green
"Naguabo Municipio, PR",-65.755,18.2202,27.0,1.5,0.0,green
"Brown County, MN",-94.7113,44.247,28.0,1.8,0.01,green
"Neosho County, KS",-95.3332,37.5706,44.0,3.9,0.0,green
"Randall County, TX",-101.8303,35.04,5.0,2.0,0.03,green
"Ottawa County, KS",-97.7636,39.0961,123.0,4.3,0.0,green
"Isle of Wight County, VA",-76.6965,36.8767,19.0,1.6,0.01,green
"La Plata County, CO",-107.6761,37.1732,12.0,2.0,0.02,green
"Stoddard County, MO",-89.9322,36.8648,24.0,1.3,0.01,green
"Calhoun County, FL",-85.086,30.5076,50.0,2.4,0.02,green
"Hardin County, IA",-93.217,42.3737,42.0,2.4,0.01,green
"Mackinac County, MI",-84.6754,45.8644,65.0,0.8,0.03,green
"Millard County, UT",-112.4398,39.2372,53.0,3.2,0.02,green
"San Lorenzo Municipio, PR",-65.9836,18.1753,19.0,1.5,0.0,green
"Aibonito Municipio, PR",-66.263,18.1296,32.0,1.5,0.0,green
"Jones County, IA",-91.1627,42.0738,34.0,4.9,0.02,green
"Stone County, AR",-92.1671,35.9128,56.0,1.3,0.03,green
"Iosco County, MI",-83.5267,44.3255,28.0,1.2,0.01,green
"Cheatham County, TN",-87.0618,36.2095,17.0,5.2,0.02,green
"Taylor County, WI",-90.4567,45.2227,34.0,4.1,0.03,green
"Newton County, MS",-89.1014,32.4065,33.0,1.1,0.03,green
"Marshall County, MS",-89.4807,34.765,20.0,1.9,0.02,green
"Jayuya Municipio, PR",-66.5967,18.2188,50.0,1.5,0.0,green
"Humphreys County, MS",-90.5414,33.1301,87.0,2.2,0.0,green
"Jones County, GA",-83.5373,33.002,24.0,3.5,0.01,green
"Coahoma County, MS",-90.5547,34.3124,32.0,0.0,0.02,green
"Meeker County, MN",-94.4909,45.1295,30.0,1.8,0.04,green
"Comerío Municipio, PR",-66.2243,18.2203,38.0,1.5,0.0,green
"Moniteau County, MO",-92.5895,38.7118,43.0,4.5,0.04,green
"Bolivar County, MS",-90.8144,33.8385,23.0,2.2,0.0,green
"Kingman County, KS",-98.2265,37.5423,98.0,0.0,0.0,green
"Pine County, MN",-92.8778,46.1355,24.0,5.5,0.03,green
"Marion County, KS",-97.0958,38.3768,59.0,2.5,0.01,green
"Gage County, NE",-96.6478,40.2505,33.0,3.9,0.02,green
"Appling County, GA",-82.3509,31.7717,38.0,0.0,0.0,green
"Coffee County, AL",-86.0038,31.3358,13.0,2.2,0.02,green
"Long County, GA",-81.7457,31.7096,36.0,2.0,0.02,green
"McLean County, KY",-87.2402,37.5021,76.0,7.4,0.02,green
"Van Zandt County, TX",-95.794,32.5778,12.0,5.0,0.05,green
"De Soto Parish, LA",-93.8303,32.1055,25.0,5.6,0.02,green
"Vermillion County, IN",-87.4574,39.7818,45.0,3.0,0.01,green
"Washington County, IN",-86.1655,38.5721,25.0,6.3,0.03,green
"Grainger County, TN",-83.5034,36.2519,30.0,2.0,0.03,green
"St. Charles Parish, LA",-90.4041,29.9351,13.0,2.9,0.01,green
"Baldwin County, GA",-83.2427,33.0699,16.0,0.0,0.01,green
"Union Parish, LA",-92.5284,32.856,32.0,1.0,0.0,green
"Buffalo County, NE",-99.0949,40.8279,14.0,4.4,0.04,green
"Boone County, IA",-93.9879,42.0419,27.0,2.4,0.01,green
"Bremer County, IA",-92.3361,42.7663,28.0,4.5,0.01,green
"Beauregard Parish, LA",-93.3182,30.7055,19.0,4.0,0.02,green
"Trimble County, KY",-85.3455,38.6535,83.0,0.7,0.01,green
"Colusa County, CA",-122.1538,39.2005,32.0,4.6,0.04,green
"Winn Parish, LA",-92.6676,31.9259,50.0,0.0,0.0,green
"Middlesex County, VA",-76.5005,37.5991,66.0,5.3,0.03,green
"Alcona County, MI",-83.4227,44.7363,67.0,9.9,0.05,green
"Calhoun County, TX",-96.5808,28.5376,33.0,4.9,0.03,green
"Dallas County, AL",-87.0792,32.397,19.0,1.3,0.02,green
"Cass County, MI",-85.9864,41.9273,14.0,5.0,0.05,green
"Hickman County, KY",-89.048,36.7129,160.0,3.9,0.02,green
"Lee County, GA",-84.212,31.8169,23.0,1.1,0.04,green
"Atchison County, MO",-95.4506,40.4416,136.0,0.0,0.0,green
"Nantucket County, MA",-70.0787,41.2731,61.0,2.8,0.01,green
"Carlisle County, KY",-88.9697,36.8575,147.0,3.9,0.02,green
"McDonough County, IL",-90.6582,40.4908,20.0,1.5,0.01,green
"Jackson County, FL",-85.2453,30.8418,13.0,2.4,0.02,green
"Morgan County, TN",-84.543,36.0922,28.0,2.2,0.04,green
"Shelby County, IL",-88.8072,39.3715,28.0,2.6,0.01,green
"Logan County, OH",-83.7802,40.395,13.0,0.0,0.03,green
"Dent County, MO",-91.5346,37.6399,39.0,0.8,0.02,green
"Dixie County, FL",-83.2033,29.5443,36.0,9.3,0.03,green
"Gasconade County, MO",-91.5267,38.5124,41.0,4.5,0.04,green
"Ward County, TX",-103.0568,31.5192,50.0,2.9,0.04,green
"Howard County, MO",-92.745,39.1346,60.0,5.0,0.03,green
"Columbia County, FL",-82.6524,30.1301,8.0,9.3,0.03,green
"Iron County, MO",-90.7292,37.5279,59.0,5.0,0.04,green
"Corozal Municipio, PR",-66.3124,18.3411,19.0,1.5,0.0,green
"Laclede County, MO",-92.7456,37.6008,17.0,2.4,0.03,green
"Fulton County, OH",-84.1194,41.6054,14.0,4.4,0.03,green
"Cuming County, NE",-96.7505,41.9415,68.0,4.8,0.04,green
"Franklin County, KS",-95.2467,38.5357,23.0,2.5,0.01,green
"Cataño Municipio, PR",-66.1388,18.4415,26.0,1.5,0.0,green
"Ceiba Municipio, PR",-65.6575,18.2549,55.0,1.5,0.0,green
"Schuyler County, IL",-90.5838,40.1585,89.0,1.5,0.01,green
"Polk County, MO",-93.4219,37.5999,19.0,2.4,0.03,green
"Colfax County, NE",-97.0931,41.5834,56.0,4.8,0.04,green
"Highland County, OH",-83.5879,39.2062,14.0,1.2,0.02,green
"Jasper County, GA",-83.6371,33.3481,42.0,6.4,0.03,green
"Darke County, OH",-84.6057,40.12,12.0,3.5,0.01,green
"Lexington city, VA",-79.444,37.7825,81.0,6.8,0.03,green
"Marshall County, IL",-89.2884,41.0276,52.0,6.5,0.01,green
"Shannon County, MO",-91.438,37.0334,73.0,1.3,0.03,green
"Scott County, IN",-85.7971,38.7135,25.0,2.1,0.06,green
"Bates County, MO",-94.4339,38.241,37.0,4.2,0.03,green
"Overton County, TN",-85.3265,36.3875,27.0,1.3,0.03,green
"King William County, VA",-76.9848,37.662,35.0,5.3,0.03,green
"Lancaster County, VA",-76.4121,37.6964,57.0,5.3,0.03,green
"Iron County, MI",-88.5055,46.098,54.0,1.9,0.02,green
"Santa Isabel Municipio, PR",-66.3956,17.9896,28.0,1.5,0.0,green
"Lincoln County, AR",-91.7007,34.0023,46.0,2.3,0.01,green
"Northumberland County, VA",-76.4785,37.92,50.0,5.3,0.03,green
"Caroline County, MD",-75.8342,38.9143,18.0,2.6,0.02,green
"Orange County, VA",-78.0202,38.2396,16.0,7.0,0.03,green
"West Feliciana Parish, LA",-91.3787,30.7852,39.0,2.2,0.01,green
"Delta County, CO",-107.8147,38.8064,19.0,1.9,0.01,green
"Vermilion Parish, LA",-92.2152,30.0146,10.0,1.4,0.02,green
"Surry County, VA",-76.8801,37.1455,93.0,8.0,0.04,green
"Kershaw County, SC",-80.5577,34.2531,9.0,2.4,0.01,green
"Barbour County, AL",-85.4299,31.7871,24.0,2.2,0.02,green
"LaSalle Parish, LA",-92.228,31.7902,40.0,5.8,0.02,green
"East Carroll Parish, LA",-91.1826,32.8133,87.0,6.1,0.02,green
"Grant Parish, LA",-92.5616,31.5436,27.0,5.8,0.02,green
"Sherman County, KS",-101.8757,39.3427,101.0,6.6,0.0,green
"Latah County, ID",-116.7633,46.7634,15.0,3.3,0.01,green
"Franklin County, IL",-88.9645,37.9779,16.0,3.8,0.02,green
"Park County, CO",-105.8555,39.0899,32.0,2.3,0.02,green
"Leake County, MS",-89.519,32.6777,26.0,2.1,0.03,green
"Jasper County, MS",-89.191,32.0162,37.0,3.3,0.01,green
"Jefferson County, KS",-95.3956,39.23,32.0,6.3,0.02,green
"Greene County, IL",-90.3801,39.3447,46.0,3.9,0.01,green
"Dawson County, GA",-84.125,34.4362,23.0,2.8,0.03,green
"Lajas Municipio, PR",-67.0666,18.0178,27.0,1.5,0.0,green
"Gallatin County, IL",-88.2285,37.7805,124.0,0.0,0.0,green
"Sequatchie County, TN",-85.3792,35.2841,40.0,5.3,0.03,green
"Missaukee County, MI",-85.2403,44.2861,40.0,5.9,0.04,green
"Redwood County, MN",-95.2689,44.3975,40.0,1.8,0.01,green
"Carroll County, IL",-89.9235,42.0558,42.0,3.5,0.01,green
"Koochiching County, MN",-93.7682,48.2611,49.0,5.5,0.03,green
"Goochland County, VA",-77.8944,37.6973,25.0,5.3,0.03,green
"Cherokee County, AL",-85.6358,34.1998,23.0,2.4,0.01,green
"Norton County, KS",-99.9198,39.7405,112.0,0.0,0.0,green
"Gunnison County, CO",-106.9132,38.8003,34.0,1.9,0.01,green
"Nez Perce County, ID",-116.7383,46.4028,15.0,2.1,0.01,green
"Nobles County, MN",-95.7268,43.6796,28.0,2.0,0.0,green
"Washington County, OH",-81.4774,39.4557,10.0,9.7,0.06,green
"Jones County, TX",-99.827,32.8129,30.0,2.4,0.01,green
"Lincoln County, NE",-100.8107,41.0199,17.0,4.2,0.03,green
"Mills County, IA",-95.5982,41.0628,40.0,2.6,0.02,green
"Mahaska County, IA",-92.5865,41.332,27.0,2.0,0.01,green
"Llano County, TX",-98.4678,30.6966,28.0,2.0,0.02,green
"Gates County, NC",-76.6847,36.4271,52.0,0.0,0.0,green
"Red River County, TX",-95.0459,33.575,50.0,4.9,0.0,green
"Albany County, WY",-106.0045,41.2851,15.0,3.6,0.01,green
"Decatur County, IN",-85.4459,39.3316,23.0,1.6,0.02,green
"Palo Pinto County, TX",-98.3193,32.6927,21.0,5.2,0.0,green
"Taylor County, FL",-83.4829,29.8943,28.0,2.5,0.01,green
"Jones County, NC",-77.2697,34.9922,64.0,3.8,0.03,green
"Bledsoe County, TN",-85.1984,35.6027,40.0,0.0,0.02,green
"Pender County, NC",-77.8483,34.4827,10.0,3.9,0.05,green
"Quay County, NM",-103.4984,35.1789,73.0,2.6,0.01,green
"DeKalb County, IN",-85.0432,41.4005,14.0,4.1,0.01,green
"Luna County, NM",-107.724,32.1427,25.0,2.4,0.02,green
"Fayette County, IN",-85.141,39.6581,26.0,6.2,0.03,green
"Navarro County, TX",-96.4708,32.0592,12.0,0.0,0.0,green
"Lavaca County, TX",-97.0878,29.4828,30.0,4.9,0.03,green
"Sullivan County, IN",-87.3874,39.1146,29.0,3.0,0.01,green
"Fayette County, TN",-89.4754,35.1675,15.0,1.9,0.02,green
"Newton County, IN",-87.3691,40.9407,43.0,2.8,0.01,green
"Candler County, GA",-82.0094,32.3931,56.0,0.8,0.01,green
"Wayne County, NE",-97.195,42.2277,64.0,0.0,0.02,green
"Lincoln County, WA",-118.3893,47.5838,46.0,3.9,0.04,green
"Stone County, MS",-89.1385,30.8557,27.0,1.1,0.01,green
"Buena Vista city, VA",-79.3569,37.7319,77.0,6.8,0.03,green
"Prowers County, CO",-102.3985,38.0937,41.0,0.0,0.0,green
"Greenlee County, AZ",-109.1968,32.8814,53.0,4.3,0.03,green
"Modoc County, CA",-120.5911,41.5415,57.0,9.4,0.04,green
"Le Sueur County, MN",-93.7045,44.3702,17.0,3.6,0.04,green
"Washington County, IL",-89.3448,38.3641,36.0,0.0,0.01,green
"Pamlico County, NC",-76.7376,35.1263,39.0,3.8,0.03,green
"Faribault County, MN",-93.9051,43.6651,37.0,9.1,0.05,green
"Tyler County, WV",-80.9756,39.543,58.0,7.9,0.02,green
"Cottonwood County, MN",-95.1743,43.9771,45.0,2.0,0.0,green
"Crawford County, MO",-91.2849,38.1079,21.0,4.5,0.04,green
"Smith County, TN",-85.9443,36.2266,25.0,0.8,0.02,green
"Murray County, MN",-95.7477,43.9909,61.0,2.0,0.0,green
"Hale County, TX",-101.7516,34.1247,15.0,2.1,0.01,green
"Franklin County, IN",-85.0357,39.3977,22.0,3.3,0.04,green
"Monroe County, MS",-88.4197,33.89,14.0,1.6,0.01,green
"Copiah County, MS",-90.3387,31.8291,18.0,1.6,0.04,green
"Robertson County, TX",-96.6077,31.0117,29.0,3.3,0.01,green
"Grimes County, TX",-95.9661,30.5032,17.0,3.3,0.01,green
"Neshoba County, MS",-89.0824,32.7767,17.0,1.1,0.03,green
"Woods County, OK",-98.805,36.7004,57.0,4.4,0.01,green
"Lucas County, IA",-93.3369,41.0097,58.0,6.6,0.01,green
"Lee County, TX",-96.9686,30.299,29.0,2.0,0.02,green
"Refugio County, TX",-97.1093,28.2987,72.0,4.9,0.03,green
"Rhea County, TN",-84.9836,35.543,15.0,2.2,0.04,green
"Luquillo Municipio, PR",-65.7261,18.3631,28.0,1.5,0.0,green
"Clay County, IN",-87.1247,39.4441,19.0,3.0,0.01,green
"Harney County, OR",-118.9097,43.5211,68.0,3.5,0.06,green
"Clinton County, IN",-86.5337,40.2936,15.0,3.9,0.04,green
"Beadle County, SD",-98.3086,44.4235,27.0,0.0,0.0,green
